Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Access Type,Source,EID
"Sullivan S.M., McKinnon D.P.","55840121100;35768195300;","The collins site (3WA1): Exploring architectural variation in the Western Ozark Highlands",2013,"Southeastern Archaeology","32","1",,"70","84",,3,"10.1179/sea.2013.32.1.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883247549&doi=10.1179%2fsea.2013.32.1.006&partnerID=40&md5=b7897a34a7ca2d8aa15b69970f89ace4","The breadth of architectural variation among aboriginal societies that lived within the Western Ozark Highlands is poorly understood, despite sporadic archaeological investigations conducted throughout the region. A site receiving renewed attention is the Collins site (3WA1), a possible Early to Middle Mississippian period (A.D. 900-1400) multimound site on the White River hi Elkins, Arkansas. A landscape-based geomagnetic survey of Mounds B, C, D, and the surrounding area offers a preliminary distributional view of architectural features and their proposed functions, which hint at the importance of the site as a paramount mound complex associated with ritual mortuary events linking regional supporting populations. Mound-top enclosures and off-mound rectangular and possible circular structures are clearly evident in the geomagnetic data and are interpreted as large rectangular-shaped mound structures or enclosures that likely represent specialized use associated with mortuary ritual and architecture, two rectangular and one circular structure associated xuith the interior of a charnel house structure, and one circular and 12 rectangular off-mound structures associated with a possible centralized plaza space. Results demonstrate that a complex prehistoric settlement existed at the Collins site with the presence of subsurface archaeological features associated with Mounds B, C, and D, and throughout the off-mound survey areas.",,"archaeological evidence; archaeology; architectural design; geomagnetic field; geophysical survey; Mississippian; prehistoric; Ozark Mountains; United States; White River [United States]",,Conference Paper,"Final",,Scopus,2-s2.0-84883247549
"Sabo G.","15052255900;","The Terán map and Caddo cosmology",2012,"The Archaeology of the Caddo",,,,"431","447",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900901118&partnerID=40&md5=d5f456d1ea0513eae27b62fda8b11fd7",[No abstract available],,,,Book Chapter,"Final",,Scopus,2-s2.0-84900901118
"Schultz T.C.","","Architectural Variability in the Caddo Area of Eastern Texas",2010,"Architectural Variability in the Caddo Area of Eastern Texas",,,,"","",,3,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84860767780
"Samuelsen J.R.","37027039400;","Geophysical investigations of late Fourche Maline and Early Caddo settlement patterning at the Crenshaw site (3MI6)",2010,"Southeastern Archaeology","29","2",,"261","278",,3,"10.1179/sea.2010.29.2.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951904460&doi=10.1179%2fsea.2010.29.2.004&partnerID=40&md5=a2b047b233fc05a98bca934eef4505f3","The Terán-Soule model provides a testable means to establish if the prehistoric settlement pattern of the Caddo in the Great Bend region of the Red River consists of vacant mound centers with associated dispersed farmsteads. To evaluate the model, a geophysical survey of the Crenshaw site (3MI6) mound center was conducted in off-mound areas to determine if structures'were present there. The 3.2-lia survey identified over 100 geometric anomalies, of which more than 50 are possibly structures associated with either Late Fourche Maline or Early Caddo occupations. Several possible structures were found in linear rows, including an oval series of possible structures 90 × 85 m in diameter. Additional finds include large circular anonmlies between 25 and 48 m in diameter, sometimes around possible structures, suggesting the presence of compound fences, as shown in the Terán map.",,"geophysical survey; historical perspective; settlement history; settlement pattern; Alabama; Crenshaw County; United States",,Article,"Final",,Scopus,2-s2.0-79951904460
"Davis E.M., Gipson J.R.","",[No title available],1960,"The Dalton Site: A Late Caddoan Mound Site in the Ferrell's Bridge Reservoir Area, Northeastern Texas",,,,"","",,3,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84900897065
"Perttula T.K.","","Watershed Times for the Caddo People of the Far Southeast",2012,"Caddo Archaeology Journal","22",,,"97","114",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906719355
"Dowd E.L.","",[No title available],2012,"Alternative Conceptions of Complexity: Sociopolitical Dynamics of the Mountain Fork Caddo",,,,"","",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906669563
"Walker C.P., Mckinnon D.P.","24544904300;35768195300;","Exploring prehistoric Caddo communities through archaeogeophysics",2012,"The Archaeology of the Caddo",,,,"177","208",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900903728&partnerID=40&md5=19feb5c6935b3c781cbd9b2647468da1",[No abstract available],,,,Book Chapter,"Final",,Scopus,2-s2.0-84900903728
"Brooks R.L.","8900061300;","Decisions in landscape setting selection of the prehistoric Caddo of Southeastern Oklahoma: A gis analysis",2012,"The Archaeology of the Caddo",,,,"335","362",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900895523&partnerID=40&md5=040104424a62e46c4beab7d3a48be26a",[No abstract available],,,,Book Chapter,"Final",,Scopus,2-s2.0-84900895523
"Perttula T.K.","6508386711;","Papers on geophysical investigations of woodland and Caddo sites in the Caddo area of the Southeastern United States",2010,"Southeastern Archaeology","29","2",,"233","235",,2,"10.1179/sea.2010.29.2.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951872389&doi=10.1179%2fsea.2010.29.2.001&partnerID=40&md5=70aead5281498a0d04a8283e889da46a","Geophysical investigations on archaeological sites in the Caddo area of the Southeastern United States have become in recent years a critical part of the investigation of prehistoric and early historic Caddo sites, from small farmsteads and hamlets to large mound centers. The various articles gathered here provide substantive examples of the range of geophysical research that has been undertaken on Woodland and Caddo sites in southwestern Arkansas, eastern Oklahoma, and East Texas, and hoio that research has led to a better understanding of the spatial structure and internal organization of habitation sites and mound centers.",,"archaeology; geographical research; geophysical survey; habitat structure; prehistoric; woodland; Arkansas; Ohio; Oklahoma [United States]; Texas; United States",,Article,"Final",,Scopus,2-s2.0-79951872389
"Přikryl D.J.","","The 1991 and 1992 Texas archeological society field school investigations at the fasken site (41RR14), Red River County, Texas",2008,"Collected Papers from Past Texas Archeological Society Summer Field Schools",,,,"125","172",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906718194
"Wyckoff Don G., Fisher L.R.","","Preliminary testing and evaluation of the grobin davis site 34Mc-253, McCurtain County, Oklahoma",1985,"Archeological Resource Survey Report","22",,,"","",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906655224
"Muto G.R.","","The habiukut of Eastern Oklahoma. Parris mound, Part 1, Phase 1: An archaeological report",1978,"Series in Anthropology No. 3",,,,"","",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84900890554
"Wilson R.","","The A. W. Davis site, Mc-6, of McCurtain County, Oklahoma",1962,"Bulletin of the Oklahoma Anthropological Society","10",,,"103","152",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84857606535
"Regnier A.L., Dowd E.","","Exploring differences in Caddo mound ritual in Southeast Oklahoma: The mountains vs. The coastal plain",2013,"70th Meeting of the Southeastern Archaeological Conference",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039619244
[No author name available],[No author id available],"The McDonald site: An analysis of WPA excavations at a Caddo Site in the glover river drainage, McCurtain County, Oklahoma",2013,"Caddo Archaeology Journal","23",,,"27","66",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039614355
[No author name available],[No author id available],"Early mississippian mortuary practices in the arkansas river drainage of Eastern Oklahoma",2013,"70th Meeting of the Southeastern Archaeological Conference",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039607336
"Trubitt M.B.","15052432500;","Caddo in the Saline River valley of Arkansas: The borderlands project and the Hughes site",2012,"The Archaeology of the Caddo",,,,"288","312",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900901085&partnerID=40&md5=9d45c51d22f6d06fd0b8c5cbc1fd9702",[No abstract available],,,,Book Chapter,"Final",,Scopus,2-s2.0-84900901085
"Fields R.C., Gadus E.","",[No title available],2012,"Archaeology of the Nadaco Caddo: The View from the Pine Tree Mound Site (41HS15)","1",,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906685568
[No author name available],[No author id available],"Late prehistoric mortuary behavior in Northeastern Oklahoma: A view from the reed site",2012,"69th Meeting of the Southeastern Archaeological Conference",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906685565
"Regnier A.L.","","The relationship between becoming Caddo and becoming mississippian in Southeast Oklahoma",2012,"Meeting of the Southeastern Archaeological Conference",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906669561
"Dowd E.","","Identifying variation: A stylistic analysis of four Caddo pottery assemblages from southeastern Oklahoma",2011,"Memoir No. 15",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906685571
"Livingood P.C.","","Travel times between mounds among the red river Caddo",2010,"52nd Annual Meeting of the Caddo Conference and 17th Annual Meeting of East Texas Archaeological Society",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906685566
"Hammerstedt S.W., Savage S.B.","","Late prehistoric architecture and mound construction in Northeastern Oklahoma",2010,"67th Meeting of the Southeastern Archaeological Conference",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906685564
"Fields Ross C., Creel D.","",[No title available],1997,"Preliminary Report of Investigations at the Tilson Site (41BW14) during March1979",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906702458
"Brown J.A.","",[No title available],1996,"Memoirs of the Museum of Anthropology","1","20",,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906719358
"Peřino G.","","Archaeological investigations at the roden site, McCurtain County, Oklahoma",1991,"Potsherd Press Publication No. 1",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039609498
"Peter T.J.","","Archeology of the cypress creek drainage basin, Northeastern Texas and Northwestern Louisiana",1990,"Studies in Archeology No. 5",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906669559
"Leonhardy F.C.","","Physical stratigraphy of the copple mound",1989,"Contributions to Spiro Archeology: Mound Excavations and Regional Perspectives",,,,"15","26",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-85039619157
"Ford J.A.","",[No title available],1951,"Greenhouse: A Troyville-Coles Creek Period Site in Avoyelles Parish Louisiana","44",,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906669562
"Goldschmidt W.R.","",[No title available],1935,"Some Archeological Sites in Titus County and Their Relation to East Texas Prehistory",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84906719356
