Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Access Type,Source,EID
"Hall G.D.","","Prehistoric cemeteries on the Texas central coastal plain: Interpretations and hypotheses",1995,"Archeological Investigations at the Loma Sandia Site (41LK28): A Prehistoric Cemetery and Campsite in Live Oak County, Texas","2",,,"633","647",,9,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-77951474823
"Hodges D.C., Schell L.M.","7103260302;7003945956;","Power analysis in biological anthropology",1988,"American Journal of Physical Anthropology","77","2",,"175","181",,9,"10.1002/ajpa.1330770205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0023812429&doi=10.1002%2fajpa.1330770205&partnerID=40&md5=d157b48d1da4a068fc7e20035f5c8295","Power in statistical terms is the probability of rejecting a false null hypothesis. Power analysis, although generally not employed by biological anthropologists, is especially useful in interpreting statistical tests in which the null hypothesis is not rejected, and in determining appropriate sample sizes. In this report, the utility of statistical power analysis and the level of variation in power is illustrated by performing power analysis on paleopathology data (Cohen and Armelagos: Paleopathology at the Origins of Agriculture, 1984). The power analyses indicate that most samples are adequately large for detecting large differences among groups, but are inadequate for detecting small differences. Statistical analyses with inadequate power to detect small to medium effects may be of questionable utility in many areas of biological anthropology, as well as in paleopathology. The application of power analysis is recommended for determining necessary sample size in advance of data collection and for interpreting negative results. Copyright © 1988 Wiley‐Liss, Inc., A Wiley Company","Paleopathology; Statistical testing; Type II error","anthropology; human; methodology; paleopathology; statistics",,Article,"Final",,Scopus,2-s2.0-0023812429
"Boyd D.K.","14419753100;","The palo duro complex redefining the early ceramic period in the caprock canyonlands",2004,"Prehistory of Texas",,,,"296","330",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43749083568&partnerID=40&md5=95eebf7de1cc7a8ea0e4b63f305ff77f","The Palo Duro Complex has been redefined in light of recent archeological finds. The complex dates to the period between a.d. 500 and 1100/1200, and a wide range of activities and site functions are inferred for the three types of habitation sites that are recognized. The Kent Creek and Sam Wahl sites are identified as residential bases where people lived in pithouses while procuring, processing, storing, and consuming a wide range of wild plant foods. Mesquite beans and shin oak acorns have been identified as possible staples, but other plants such as goosefoot and buffalo gourds also may have been important foods. Although no cultigens have been found, this situation does not preclude the possibility that limited horticulture was practiced at residential sites. Occupations at these villages were at least seasonal (i.e., during late summer to fall harvest and into winter) and may have been biseasonal (i.e., during planting and then again during fall harvest and into winter). Palo Duro peoples lived in rockshelters and open camps at various times of the year and for different reasons. Some rockshelters were occupied on a sporadic and ephemeral basis, while others were more intensively used and may have served as relatively permanent bases. Some camp sites were little more than specialized processing sites where baking and grinding of plant foods were the primary activities, while others were multifunctional bases where considerable hunting and process-ing of animals was done. Deer and small animals appear to have been the principal game animals. Bison were hunted but do not appear to have been a major food resource, and the evidence suggests that populations may have been relatively low. Palo Duro culture is now viewed as representing semisedentary peoples who maintained a high degree of residential mobility in order to exploit a wide range of resources that were locally available and abundant on a seasonal basis. Sites of this complex are found mainly in the Caprock Canyonlands, an ecological subregion that offered the most predictable and widest range of subsistence resources (water, plants, and animals) within a relatively arid landscape. The home territory for Palo Duro peoples was in the upper drainages of the Red and Brazos Rivers, although they may have ranged on occasion north into the Canadian River valley, east into the Rolling Plains, south into the upper Colorado River drainage, and west onto the Llano Estacado. Human burials provide evidence of widespread violence in and around the Caprock Canyonlands during the Late Prehistoric I period, and the Palo Duro culture may have come into periodic contact with enemy peoples to the north and east (Lake Creek or Plains Woodland groups) and to the south and southeast (Blow Out Mountain and other undefined groups). Palo Duro peoples did maintain some form of cultural contact with the Jornada Mogollon peoples of southeastern New Mexico and western Texas over a long period of time. There appears to be a significant amount of Jornada Mogollon cultural influence across the southern Llano Estacado and into the Caprock Canyonlands, and the Palo Duro Complex exhibits many traits (e.g., imported brownware pottery and pithouse architectural styles) that were derived, whether directly or indirectly, from the Jornada Mogollon region. In addition, the similarities between the subsistence and settlement patterns proposed for the Palo Duro Complex and those proposed for their eastern Jornada Mogollon neighbors may be more than a mere coincidence. In summary, it is unclear whether the Palo Duro Complex represents an actual migration of Jornada Mogollon or related peoples or whether it simply represents indigenous Southern Plains people who came under the widespread influence of Jornada Mogollon culture or something much more complex. Copyright © 2004 by Timothy K. Perttula. All rights reserved.",,,,Book Chapter,"Final",,Scopus,2-s2.0-43749083568
"Turner C.G.","","The dentition of Casas Grandes with suggestions on epigenetic relationships among Mexican and southwestern US populations",1999,"The Casas Grandes World",,,,"229","233",,8,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-0011769061
"Boyd D.K.","",[No title available],1997,"Caprock Canyonlands Archeology: A Synthesis of the Late Prehistory and History of Lake Alan Henry and the Texas Panhandle-Plains",,,,"","",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-70450045126
"Patterson L.W.","","The archeology of southeast Texas",1995,"Bulletin of the Texas Archeological Society","66",,,"239","264",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-60950495057
"Lee C.","",[No title available],1999,"Origins and Interactions of the Caddo: A Study in Dental and Cranial Nonmetric Traits",,,,"","",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-80054121076
"Powell J.F.","","Bioarchaeological Analysis of Human Skeletal Remains from the Mitchell Ridge Site",1994,"Aboriginal Life and Culture on the Upper Texas Coast: Archaeology at the Mitchell Ridge Site, 41GV66, Galveston Island",,,,"287","405",,5,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33750397017
"Turpin S.A.","","Cultural implications of seminole sink",1988,"Plains Anthropologist Memoir","22",,,"119","132",,5,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33750408186
"Stewart T.D.","","Description of the human skeletal remains",1955,"The Midland Discovery",,,,"77","90",,5,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33748166762
"Perttula T.K.","6508386711;","An introduction to texas prehistoric archeology",2004,"Prehistory of Texas",,,,"5","14",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83755222945&partnerID=40&md5=188eb601ead42936f8ad544abc7aa067",[No abstract available],,,,Editorial,"Final",,Scopus,2-s2.0-83755222945
"Taylor A.J.","","An overview of mortuary traits at Loma Sandia and certain other Texas sites",1995,"Archeological Investigations at the Loma Sandia Site (41LK28): A Prehistoric Cemetery and Campsite in Live Oak County, Texas","2",,,"663","699",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-77951438702
"Hall G.D.","","Descriptions and chronology of some prehistoric cemeteries in Texas",1995,"Archeological Investigations at the Loma Sandia Site (41LK28): A Prehistoric Cemetery and Campsite in Live Oak County","1",,,"47","57",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-83755166774
"Prewitt E.R.","","Archeological investigations at the loeve-fox site, Williams County, Texas",1974,"Research Report 49. Texas Archeological Survey",,,,"","",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84885480701
"Baker J.E.","",[No title available],2001,"No Golden Age of Peace: A Bioarchaeological Investigation of Interpersonal Violence on the West Gulf Coastal Plain",,,,"","",,3,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84866395755
"Derrick S.M., Wilson D.","","Cranial Modeling as an Ethnic Marker among the Prehistoric Caddo",1997,"Bulletin of the Texas Archeological Society","68",,,"139","146",,3,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33748372214
"Black S.L.","","Archeological and ethnohistorical background",1995,"Archeological Investigations at the Loma Sandia Site (41LK28): A Prehistoric Cemetery and Campsite in Live Oak County. Texas","1",,,"31","45",,3,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899743783
"Prewitt E.R.","","Archeological Investigations at the Loeve- Fox, Loeve and Tombstone Bluff Sites In the Granger Lake District of Central Texas",2019,"Archeological Investigations at the San Gabriel Reservoir Districts. Central Texas","4",,,"","",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899739147
"Collins M.B.","","On the Peopling of Hitzfelder Cave",1970,"Bulltexarchsoc","41",,,"301","304",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899748438
"Shafer H.J.","",[No title available],2006,"People of the Prairie: A Possible Connection to the Davis Site Caddo",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899740093
"Shafer H.J.","","A crisis in Texas archeology - A commentary",2005,"Texas Archeology","49","2",,"22","14",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899739206
"Taylor M.S.","","Dental wear and pathology during the middle archaic of the Texas Gulf Coastal Plain",2005,"Bulletin of the Texas Archeological Society","76",,,"173","183",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899726862
"Le Roy J.","",[No title available],1994,"The Life and Times of the Toyah-Culture Folk: The Buckhollow Encampment. Site 4IKMI6, Kimble County, Texas",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899755881
"Creel D.","",[No title available],1990,"Excavations at 4ITG9I Tom Green County, Texas 1978",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899706183
"Stewart T.D.","7202178743;","Skeletal remains from southwestern Texas",1962,"American Journal of Physical Anthropology","20","2",,"213","231",,1,"10.1002/ajpa.1330200207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899756080&doi=10.1002%2fajpa.1330200207&partnerID=40&md5=c52eed1718b9db982da0dd4976cfa85d",[No abstract available],,,,Article,"Final",,Scopus,2-s2.0-84899756080
"Hrdlička A.","","Skeletal remains from Northern Texas",1938,"Bulletin of the Texas Archeological and Paleontological Society","10",,,"169","192",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899767370
"Woodbury G.","",[No title available],1937,"Notes on Some Skeletal Remains of Texas","3734",,,"9","16",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899732168
"Ray C.N.","","Tmore evidence concerning abilene man",1937,"Bulletin of the Texas Archeological and Paleontological Society","9",,,"193","215",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899708365
"Ray C.N.","","Multiple burials in stone cist mounds of the abilene region",1933,"Bulletin of Ihe Texas Archeological and Paleontological Society","5",,,"14","25",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-84899724557
