Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Document Type,Publication Stage,Access Type,Source,EID
"Kuo L.-J., Herbert B.E., Louchouarn P.","44161198700;7007123830;57203303374;","Can levoglucosan be used to characterize and quantify char/charcoal black carbon in environmental media?",2008,"Organic Geochemistry","39","10",,"1466","1478",,97,"10.1016/j.orggeochem.2008.04.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249085635&doi=10.1016%2fj.orggeochem.2008.04.026&partnerID=40&md5=8e876a69b2564c3573e450543bad2c45","The heterogeneous nature of pyrogenic carbon, also known as black carbon (BC), still stands in the way of comprehensive determination of the total proportion of combustion derived carbon in environmental mixtures. Char and charcoal occur mostly in the low temperature region of the BC continuum and as such are characterized using specific chemical and physical properties that set them apart from the more condensed forms of high temperature BC species (i.e., soot). This study aimed to assess the feasibility of using the molecular marker levoglucosan, exclusively produced from hemicellulose/cellulose combustion, to characterize and quantify char BC in the environment. A second objective was to compare the results from the molecular analysis with those from acid dichromate oxidation in terms of char BC characterization. First, we examined levoglucosan levels in a suite of BC materials derived from biomass burning and fossil fuel combustion, as well as non-BC materials (coal and melanoidin). The results confirm that levoglucosan is exclusively in the char BC materials, derived from biomass combustion. However, a large variability in levoglucosan yield was observed among the different char BC materials. To understand the causes of such variability, we analyzed levoglucosan in three series of laboratory-produced char samples (n = 23) made from honey mesquite (Prosopis glandulosa Torr.), cordgrass (Spartina spartinae) and loblolly pine (Pinus taeda) under controlled combustion conditions (150-1050 °C, 0.5-5 h). The results show that temperature is the most influential factor affecting levoglucosan yield in char. Combustion duration, on the other hand, had no influence on yield. Notably, levoglucosan was only detectable in low temperature char samples (150-350 °C), with maximum yield obtained from samples produced at 250 °C, regardless of plant species. Large differences in levoglucosan yield were also observed across species. This taxonomic difference could not be corrected simply on the basis of hemicellulose and cellulose content, indicating that the relationship between combustion and levoglucosan formation is a complex function of many factors. Our observations also demonstrate that levoglucosan can hardly be used quantitatively for the determination of char BC in environmental samples since such samples often represent mixtures of different chars characterized by variable levoglucosan yield. Acid dichromate oxidation, as opposed to the levoglucosan method, detected mid- to high temperature char BC (≥350 °C) but not low temperature char (≤ 250 °C). Our results indicate that the overlap in the analytical windows of the two methods is limited to the upper limit of the latter. The study demonstrates that levoglucosan can serve as a good qualitative indicator for the presence of char produced under low temperature conditions in soil, sediments, and ultrafine aerosols. Although levoglucosan is not a proper quantitative proxy for char BC content in the environment, this molecular marker has a unique role in the current BC methods continuum because it traces combustion material often missed with most oxidation-based methods. © 2008 Elsevier Ltd. All rights reserved.",,"Levoglucosan; Acids; Aerosols; Air pollution; Biological materials; Biomass; Carbon; Carbon black; Cellulose; Cellulose derivatives; Charcoal; Chemical oxygen demand; Chemical properties; Chlorine compounds; Coal; Forestry; Fossil fuel power plants; Fossil fuels; Holograms; Oxidation; Renewable energy resources; Sedimentation; Smoke; Thermochemistry; Coal combustion; biomass; black carbon; cellulose; charcoal; chemical property; combustion; environmental conditions; molecular analysis; oxidation; physical property; Aerosols; Biomass; Carbon; Cellulose; Char; Charcoal; Chemical Properties; Chlorine Compounds; Combustion; Hemicelluloses; Levoglucosan; Oxidation; Physical Properties; Sediments; Soil; Temperature Control; Pinus taeda; Prosopis glandulosa; Spartina; Spartina spartinae",,"We would like to thank Dr. T. Wade for support. We also thank B. Jones, S. Sweet, L. McDonald and S. Kumar, and C. Powell for technical assistance. Analytical support was provided by the Geochemical Environmental Research Group (GERG), Drs. T. Bianchi, D. Little and A. Kronenberg. Reviews by two anonymous reviewers greatly improved the manuscript.",Article,"Final",,Scopus,2-s2.0-51249085635
"Harvey O.R., Herbert B.E., Kuo L.-J., Louchouarn P.","24073079000;7007123830;44161198700;57203303374;","Generalized two-dimensional perturbation correlation infrared spectroscopy reveals mechanisms for the development of surface charge and recalcitrance in plant-derived biochars",2012,"Environmental Science and Technology","46","19",,"10641","10650",,92,"10.1021/es302971d","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867063883&doi=10.1021%2fes302971d&partnerID=40&md5=5aff628809015936d4dd3e2fe7ef6f49","Fundamental knowledge of how biochars develop surface-charge and resistance to environmental degradation is crucial to their production for customized applications or understanding their functions in the environment. Two-dimensional perturbation-based correlation infrared spectroscopy (2D-PCIS) was used to study the biochar formation process in three taxonomically different plant biomass, under oxygen-limited conditions along a heat-treatment- temperature gradient (HTT; 200-650 °C). Results from 2D-PCIS pointed to the systematic, HTT-induced defragmenting of lignocellulose H-bonding network and demethylenation/demethylation, oxidation, or dehydroxylation/dehydrogenation of lignocellulose fragments as the primary reactions controlling biochar properties along the HTT gradient. The cleavage of OH-O-type H-bonds, oxidation of free primary hydroxyls to carboxyls (carboxylation; HTT ≤ 500 °C), and their subsequent dehydrogenation/dehydroxylation (HTT &gt; 500 °C) controlled surface charge on the biochars; while the dehydrogenation of methylene groups, which yielded increasingly condensed structures (R-CH 2-R →R=CH-R →R=C=R), controlled biochar recalcitrance. Variations in biochar properties across plant biomass type were attributable to taxa-specific transformations. For example, apparent inefficiencies in the cleavage of wood-specific H-bonds, and their subsequent oxidation to carboxyls, lead to lower surface charge in wood biochars (compared to grass biochars). Both nontaxa and taxa-specific transformations highlighted by 2D-PCIS could have significant implications for biochar functioning in fire-impacted or biochar-amended systems. © 2012 American Chemical Society.",,"Biochar; Condensed structures; Dehydroxylations; Formation process; H-bonding networks; H-bonds; Methylene groups; Plant biomass; Primary reaction; Two-dimensional perturbation; Biomass; Carboxylation; Cellulose; Infrared spectroscopy; Lignin; Oxidation; Surface charge; carbene; carboxyl group; hydroxyl group; lignocellulose; oxygen; amenity; biotransformation; cellulose; charcoal; chemical bonding; environmental degradation; infrared spectroscopy; lignin; oxidation; phytomass; article; biomass; carboxylation; cation exchange; chemical structure; degradation; dehydrogenation; demethylation; denaturing gradient gel electrophoresis; environmental factor; heat treatment; hydrogen bond; infrared spectroscopy; nonhuman; oxidation; surface charge; two dimensional perturbation based correlation infrared spectroscopy; Biomass; Charcoal; Hydrogen Bonding; Lignin; Oxidation-Reduction; Plants; Poaceae; Spectrophotometry, Infrared; Surface Properties; Temperature; Wood",,,Article,"Final",,Scopus,2-s2.0-84867063883
"Emmerich F.G.","7003348952;","13C high-resolution solid-state NMR study of peat carbonization",1999,"Energy and Fuels","13","1",,"53","59",,89,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032805923&partnerID=40&md5=b3a56960b7708053889b1cf1f953e4de","Peat char samples produced by heat treatments under an inert atmosphere of nitrogen were characterized through 13C solid-state NMR, allowing the achievement of a detailed picture of the mechanism of carbonization. The treatments were realized at temperatures between 200 and 1000°C, with a controlled heating rate and residence time. NMR spectra were obtained in a home-built spectrometer operating at a field of 2.0 T with the use of high-resolution techniques. The results showed the steps followed during the carbonization process. Initially we observed a degradation of the natural material, with preferential loss of carbohydrates and carboxylic groups. From a heat-treatment temperature of about 500°C upward, the spectra were nearly constituted of only one resonance line with a chemical shift of about 130 ppm (from TMS), typical of aromatic structures. For the most severely treated samples, a decrease in the chemical shift of the resonance line was observed, indicating a deshielding associated with the increase in the electrical conductivity of the material. The structure of these samples was identified as consisting of planes of sp2 carbon atoms, with a chemical environment similar to graphitic materials but with no long-range spatial order. © 1999 American Chemical Society.",,"Carbonization; Degradation; Electric conductivity; Heat treatment; High temperature effects; Nuclear magnetic resonance spectroscopy; Reaction kinetics; Chemical shift; Peat",,,Article,"Final",,Scopus,2-s2.0-0032805923
"Braadbaart F., Poole I., van Brussel A.A.","6602398886;56268119500;57195950446;","Preservation potential of charcoal in alkaline environments: an experimental approach and implications for the archaeological record",2009,"Journal of Archaeological Science","36","8",,"1672","1679",,84,"10.1016/j.jas.2009.03.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349086890&doi=10.1016%2fj.jas.2009.03.006&partnerID=40&md5=f11f16a1392a91346d008facf6fc5e66","Charcoalified plant material (usually wood) has been described as being inert with a high preservation potential. Although usually black on both the outside and inside, the physical and chemical properties differ as a function of temperature and time of exposure to a heat source. Post-depositional processes however may exert additional affects on charcoalified material and introduce bias into the archaeological record. This work explores the influence of alkaline conditions, often encountered in the soil environment, on the preservation potential of charcoalified material. Charcoal, experimentally produced at different temperatures, was exposed to a number of solutions of potassium hydroxide and calcium hydroxide with different pHs, to simulate exposure to alkaline soil conditions. Under these conditions chemically mediated physical interactions occur resulting in fragmentation of the charcoal samples into (very) small pieces the size of which depends upon the initial temperature of charcoalification. Moreover further interactions result in a decrease in reflectance relative to samples not exposed to alkaline conditions. Although experimentally driven the potential for physical loss of charcoal from a particular site coupled with the reduction in (expected) reflectance of any resident material, has important implications for any conclusions drawn regarding the archaeological record. © 2009 Elsevier Ltd. All rights reserved.","Alkaline soils; Archaeobotany; Black carbon; Carbonisation; Charcoalification; Coal structure; Oak; Reflectance; Wood","alkaline environment; archaeological evidence; charcoal; experimental study; heat source; physicochemical property; preservation; reflectance; wood","815.01.005","The authors thank Mrs. G. Roskam (TNO-NITG, Utrecht) for her helpful discussions regarding possible chemical interactions. We also thank TNO-NITG for granting the authors permission to use their equipment for the reflectance measurements. For the photography of incubated wood and fragments, Mrs. G. Lamers (Clusius Laboratory, Leiden University) is gratefully acknowledged. We thank Mr. J. van der Horst (FOM Institute for Atomic and Molecular Physics, Amsterdam) for carrying out the DTMS-EI measurements. This work was funded in part by NWO/ALW Grant number 815.01.005. Three anonymous reviewers are thanked for their helpful comments which have improved the text.",Review,"Final",,Scopus,2-s2.0-67349086890
"Wiedemeier D.B., Abiven S., Hockaday W.C., Keiluweit M., Kleber M., Masiello C.A., McBeath A.V., Nico P.S., Pyle L.A., Schneider M.P.W., Smernik R.J., Wiesenberg G.L.B., Schmidt M.W.I.","47062222500;23468844400;8880279300;26640423300;57203196175;6602744697;35099201000;35345606300;55913202400;35331003700;6701718524;6508160986;8741841600;","Aromaticity and degree of aromatic condensation of char",2015,"Organic Geochemistry","78",,,"135","143",,83,"10.1016/j.orggeochem.2014.10.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916899458&doi=10.1016%2fj.orggeochem.2014.10.002&partnerID=40&md5=9bb7b97b69255c61525905662f4c2525","The aromatic carbon structure is a defining property of chars and is often expressed with the help of two concepts: (i) aromaticity and (ii) degree of aromatic condensation. The varying extent of these two features is assumed to largely determine the relatively high persistence of charred material in the environment and is thus of interest for, e.g., biochar characterization or carbon cycle studies. Consequently, a variety of methods has been used to assess the aromatic structure of chars, which has led to interesting insights but has complicated the comparison of data acquired with different methods. We therefore used a suite of seven methods (elemental analysis, MIR spectroscopy, NEXAFS spectroscopy, 13C NMR spectroscopy, BPCA analysis, lipid analysis and helium pycnometry) and compared 13 measurements from them using a diverse sample set of 38 laboratory chars. Our results demonstrate that most of the measurements could be categorized either into those which assess aromaticity or those which assess the degree of aromatic condensation. A variety of measurements, including relatively inexpensive and simple ones, reproducibly captured the two aromatic features in question, and data from different methods could therefore be compared. Moreover, general patterns between the two aromatic features and the pyrolysis conditions were revealed, supporting reconstruction of the highest heat treatment temperature (HTT) of char. © 2014 Elsevier Ltd.","Aromatic condensation; Aromaticity; Biochar; Char; Heat treatment temperature; Pyrogenic organic matter; Pyrolysis; Stability","Aromatic compounds; Carbon; Condensation; Convergence of numerical methods; Heat treatment; Nuclear magnetic resonance spectroscopy; Pyrolysis; Spectrum analysis; X ray absorption near edge structure spectroscopy; Aromatic structures; Aromaticities; Bio chars; Char; General patterns; Heat treatment temperature; Helium pycnometry; MIR spectroscopy; Aromatization; aromatic hydrocarbon; biofuel; charcoal; condensation; interlaboratory comparison; laboratory method; measurement method; pyrolysis","U.S. Department of Energy, USDOE

National Science Foundation, NSF: EAR-0911685","Support for M.W.I.S. was also provided by the U.S. Department of Energy (Contract No. DE-AC02-05CH11231 ). B.H. Meier (Laboratory of Physical Chemistry ETH) made available NMR instruments. C.A.M acknowledges support from NSF EAR-0911685. We thank S. Derenne and an anonymous reviewer for providing constructive comments that improved the manuscript.",Article,"Final",Open Access,Scopus,2-s2.0-84916899458
"McBeath A.V., Smernik R.J., Krull E.S., Lehmann J.","35099201000;6701718524;7003553907;7202265439;","The influence of feedstock and production temperature on biochar carbon chemistry: A solid-state 13C NMR study",2014,"Biomass and Bioenergy","60",,,"121","129",,83,"10.1016/j.biombioe.2013.11.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891482282&doi=10.1016%2fj.biombioe.2013.11.002&partnerID=40&md5=78a975f4d08359b7e24a3936b720840c","Solid-state 13C nuclear magnetic resonance (NMR) spectroscopy was used to evaluate the carbon chemistry of twenty-six biochars produced from eleven different feedstocks at production temperatures ranging from 350°C to 600°C. Carbon-13 NMR spectra were acquired using both cross-polarisation (CP) and direct polarisation (DP) techniques. Overall, the corresponding CP and DP spectra were similar, although aromaticity was slightly higher and observability much higher when DP was used. The relative size and purity of the aromatic ring structures (i.e. aromatic condensation) were also gauged using the ring current technique. Both aromaticity and aromatic condensation increased with increasing production temperature, regardless of the feedstock source. However, there were clear differences in these two measures for biochars produced at the same temperature but from different feedstocks. Based on a relationship previously established in a long-term incubation study between aromatic condensation and the mean residence time (MRT) of biochar, the MRT of the biochars was estimated to range from &lt;260 years to &gt;1400 years. This study demonstrates how the combination of feedstock composition and production temperature influences the composition of aromatic domains in biochars, which in turn is likely to be related to their recalcitrance and ultimately their carbon sequestration value. © 2013 Elsevier Ltd.","Aromatic condensation; Biochar; Carbon sequestration; Mean residence time; Pyrolysis; Solid-state 13C NMR spectroscopy","Aromatic ring structure; Bio chars; Carbon sequestration; Increasing production; Long-term incubation; Mean residence time; Nuclear magnetic resonance(NMR); Temperature influence; Aromatic compounds; Carbon; Condensation; Feedstocks; Nuclear magnetic resonance spectroscopy; Polarization; Pyrolysis; Aromatization; biofuel; carbon sequestration; charcoal; condensation; nuclear magnetic resonance; polarization; purification; temperature effect","Grains Research and Development Corporation, GRDC","This project was supported by funding from the Australian Government under its Climate Change Research Program and by the Grains Research and Development Corporation .",Article,"Final",,Scopus,2-s2.0-84891482282
"Louchouarn P., Lucotte M., Canuel R., Gagné J.-P., Richard L.-F.","57203303374;7004218639;6603446771;57200973311;36914542400;","Sources and early diagenesis of lignin and bulk organic matter in the sediments of the Lower St. Lawrence Estuary and the Saguenay Fjord",1997,"Marine Chemistry","58","1-2",,"3","26",,83,"10.1016/S0304-4203(97)00022-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031455440&doi=10.1016%2fS0304-4203%2897%2900022-4&partnerID=40&md5=2c6b472f39e78ef4d4103ff41260fa45","Elemental and molecular organic matter concentrations were analyzed in sediments from the Lower St. Lawrence Estuary and the Saguenay Fjord in order to evaluate the historic evolution of pulp and paper mills solid-waste inputs in the system in the last decades and the relative reactivities of lignin and bulk organic materials in coastal sediments. A qualitative estimation of vascular plant sources to the Saguenay Fjord shows that the sedimentary terrigenous plant material is comprised predominantly of gymnosperm woods. In the deeper sediment horizons of the upper Saguenay basin, low intensive lignin parameters (C/V and S/V) and high percentages of lignin to total sedimentary organic carbon (&gt; 20%) all indicate elevated concentrations of woody gymnosperm tissues unprecedented in coastal sediments and directly related to the intense activity of the region's pulp and paper industries. The increased control on solid organic wastes from industrial effluents into the Saguenay fiver in the late 1980s to early 1990s is clearly apparent from increasing intensive parameter values and decreasing lignin fractions to the total sedimentary organic carbon (≃ 6-8%) in the upper basin surface sediments. Elemental and molecular analyses of fjord sediments, all indicate that most of the solid-phase discharge of lignified material by the pulp and paper industry is deposited rapidly close to the mouth of the river without reaching the downstream basins. In the St. Lawrence Estuary, intensive lignin parameters indicate that gymnosperm tissues are a major component of the sedimentary vascular plant material but with a significant fraction composed of angiosperm and nonwoody tissues. These latter types of organic tissues are particularly important components of terrigenous material in sediments deposited prior to the 1910-1920s. Acid/aldehyde ratios in most cores studied do not indicate clear-cut oxidative degradation of lignin material prior to its introduction in the aquatic system. The only exceptions are the two estuarine cores, where slightly elevated acid/aldehyde ratios relative to the range for fresh vascular plant tissues, might indicate mild aerobic fungal degradation of the sedimentary lignin material. Organic carbon, total nitrogen, organic phosphorus and lignin derived phenols all exhibited decreasing concentrations with core depth in the sediments of the Lower St. Lawrence Estuary. First-order degradation rate constants for all four chemical categories ranged between 0.02-0.05 yr-1. The order of apparent reactivity among the different organic compounds is TN ≤C(org) &gt; P(org) &gt; lignin at the head of the Laurentian channel and lignin ≃ TN = C(org) &gt; P(org) further downstream. The surprising diagenetic selectivity observed at the upstream station is probably due to a higher flux of fresh, labile organic matter that reaches the sediment-water interface and degrades preferentially to more refractory materials such as lignin. Further downstream, little diagenetic selectivity was observed below the sediment-water interface indicating an overall refractory nature of the sedimentary organic matter. Finally, the differences in reactivity observed between C(org) and P(org) at both stations contradict earlier assumptions that no fractionation occurs between organic carbon and phosphorus during anaerobic degradation.",,"diagenesis; lignin; organic matter; sediment chemistry; sources; Canada, Quebec, Saguenay Fjord; Canada, Quebec, St Lawrence Estuary","Natural Sciences and Engineering Research Council of Canada, NSERC","Financial support for laboratory and analytical expenses for this study was provided by NSERC through operating grants to the authors and a team grant from the Fonds de De’ueloppemenAtc adkmique du Rt%eau de I’Uniuersite du Que’bec (FODAR) attributedt o J-P. Gag& and M. Lucotte. The authors are most grateful to J.I. Hedgesf or facilitating access to his laboratory and reference material to develop the CuO oxidation method and to M. Goi5 and E. Tsamakis for their constant help in solving the numerous problems encountered during the development of the method. We also wish to thank S. Henrichs for her invaluable contribution in explaining and testing the steady-stated iagenetic model which incorporates bioturbation. This manuscript greatly benefited from the insightful commentsf rom M. Go& M. Meili, A. Saliot and an anonymous reviewer. Finally, we thank A. Cot& L. Coumoyer, N. Farella and S. Tran for their contribution to the laboratory analyses.",Conference Paper,"Final",,Scopus,2-s2.0-0031455440
"Newcomb Jr. W.W.","",[No title available],1961,"The Indians of Texas: From Prehistoric to Modern Times",,,,"","",,74,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-0039082191
"Martínez Cortizas A., Mighall T., Pontevedra Pombal X., Nóvoa Muñoz J.C., Peiteado Varela E., Piñeiro Rebolo R.","8721780000;6601995527;8599077500;55888114700;8599077700;8599077800;","Linking changes in atmospheric dust deposition, vegetation change and human activities in northwest Spain during the last 5300 years",2005,"Holocene","15","5",,"698","706",,73,"10.1191/0959683605hl834rp","https://www.scopus.com/inward/record.uri?eid=2-s2.0-22644441431&doi=10.1191%2f0959683605hl834rp&partnerID=40&md5=b97c1f9f0197f3490691232cac7be897","A high-resolution, 5300-yr record of pollen and lithogenic elements (K, Ca, Ti, Rb, Sr, Y, Zr) from an ombrotrophic peat bog located in northwest Spain, reveals that the variations in the fluxes of lithogenic elements supplied to the bog by atmospheric deposition were coupled to the evolution of the vegetation of the area. A strong negative correlation exists between the percentage of tree pollen and the concentration of lithogenic elements. For example, the correlation between total tree pollen and Sr concentrations is - 0.94. The main phases of decline of the deciduous forest occurred during known cultural periods (late Neolithic, the Metal Ages, the Roman Period, the Middle Ages and the Industrial period) suggesting a close link between human activities (fires and forest clearances), changes in the vegetation and soil erosion. The flux of lithogenic elements seems to have increased before a significant variation in pollen is detected, which may indicate that changes in soil erosion are reflected earlier than the changes in vegetation in the bog record. Variations in the composition of the deposited dust reflect impacts that occurred at different spatial scales, with local sources dominant in the late Neolithic, the Metal Ages and the Middle Ages, whilst regional sources are more important in the Roman period and the Industrial Revolution. During the prehistoric period, arboreal pollen percentages recovered to their former levels, suggesting that woodland regenerated following a disturbance phase, but for the last 1400 years no significant recovery took place until afforestation with pines was introduced 200 years ago. While this must be the result of continuous clearances to convert forest into arable land, a cumulative effect on soil degradation must also be implied. © 2005 Edward Arnold (Publishers) Ltd.","Atmospheric pollution; Dust; Holocene; Human impacts; Lithogenic elements; Peat bogs; Pollen; Soil erosion; Spain","atmospheric deposition; Holocene; soil erosion; Eastern Hemisphere; Eurasia; Europe; Southern Europe; Spain; World",,,Article,"Final",,Scopus,2-s2.0-22644441431
"Ascough P.L., Bird M.I., Francis S.M., Thornton B., Midwood A.J., Scott A.C., Apperley D.","57203588990;7102578362;11042636000;54970311100;6603827723;7403265790;7003475254;","Variability in oxidative degradation of charcoal: Influence of production conditions and environmental exposure",2011,"Geochimica et Cosmochimica Acta","75","9",,"2361","2378",,72,"10.1016/j.gca.2011.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953206569&doi=10.1016%2fj.gca.2011.02.002&partnerID=40&md5=4f67dc94cd7a0a0494f944396899d0ab","Charcoal is a key component of the Black Carbon (BC) continuum, where BC is characterized as a recalcitrant, fire-derived, polyaromatic material. Charcoal is an important source of palaeoenvironmental data, and of great interest as a potential carbon sink, due to its high apparent environmental stability. However, at least some forms of charcoal are clearly susceptible to environmental alteration and degradation over relatively short timescales. Although these processes have importance for the role of charcoal in global biogeochemistry, they remain poorly understood. Here we present results of an investigation into the susceptibility of a range of charcoal samples to oxidative degradation in acidified potassium dichromate. The study examines both freshly-produced charcoal, and charcoal exposed to environmental conditions for up to 50,000. years. We compare the proportion of carbon present in different forms between the samples, specifically with respect to the relative chemical resistance of these forms. This was undertaken in order to improve understanding of the post-depositional diagenetic changes affecting charcoal within environmental deposits. A wide range in chemical compositions are apparent both within and between the sample groups. In freshly-produced charcoal, material produced at 300 °C contains carbon with more labile forms than charcoal produced at 400 °C, signifying a key chemical change over the 300-400 °C temperature range. Charcoal exposed to environmental depositional conditions is frequently composed of a highly carboxylated aromatic structure and contains a range of carbon fractions of varying oxidative resistance. These findings suggest that a significant number of the environmental charcoals have undergone post-depositional diagenetic alteration. Further, the data highlight the potential for the use of controlled progressive oxidative degradation as a method to characterize chemical differences between individual charcoal samples. © 2011 Elsevier Ltd.",,"charcoal; chemical alteration; chemical composition; degradation; diagenesis; oxidation","National Eye Research Centre, NERC: NE/F017456/1, NE/C004531/1","This research was funded by NERC standard Grant NE/F017456/1 and NERC standard Grant NE/C004531/1. The authors gratefully acknowledge the excavation directors and staff of archaeological and geological sites mentioned in the text. The authors also thank three anonymous manuscript reviewers for their constructive comments. This research represents a contribution from SAGES (The Scottish Alliance for Geosciences, Environment and Society).",Article,"Final",,Scopus,2-s2.0-79953206569
"Freitas J.C.C., Bonagamba T.J., Emmerich F.G.","7103205890;7003420478;7003348952;","Investigation of biomass- and polymer-based carbon materials using 13C high-resolution solid-state NMR",2001,"Carbon","39","4",,"535","545",,69,"10.1016/S0008-6223(00)00169-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035311793&doi=10.1016%2fS0008-6223%2800%2900169-X&partnerID=40&md5=37906a40ac343fa7436522facf00c24d","Carbon materials produced through the thermal decomposition of biomass (rice hulls) and a polymer (polyvinyl chloride) were investigated by 13C high-resolution solid-state NMR under two different magnetic fields (2.0 and 9.4 T). The details revealed by the high-field NMR spectra provide important information about the chemical changes in the initial stages of pyrolysis: These are shown to be directly related to the original structure of the precursors and the results complement well some conclusions existent in the literature. From a heat treatment temperature of about 600 °C upwards, the general shape of the 13C NMR spectra, attained with low applied magnetic field, is very similar for both chars, with a strong resonance line near 125 ppm from TMS (carbon nuclei in aromatic planes). The analysis of the evolution of the main parameters associated with this resonance line shows a behavior typical of heat-treated carbon materials, which is interpreted on the basis of the structural evolution of both chars. We show that the results are well understood when a comparison is made with the features of the 13C NMR spectrum of polycrystalline graphite.",,"Biomass; Hulls (seed coverings); Magnetic field effects; Nuclear magnetic resonance spectroscopy; Polycrystalline materials; Polyvinyl chlorides; Pyrolysis; Char; Graphite","Conselho Nacional de Desenvolvimento CientÃ­fico e TecnolÃ³gico, CNPq

CoordenaÃ§Ã£o de AperfeiÃ§oamento de Pessoal de NÃ­vel Superior, CAPES

FundaÃ§Ã£o de Amparo Ã  Pesquisa do Estado de SÃ£o Paulo, FAPESP

Financiadora de Estudos e Projetos, FINEP","This work was partially supported by Brazilian agencies CNPq, CAPES, FINEP and FAPESP. The text was improved by the comments and suggestions of the anonymous reviewers.",Article,"Final",,Scopus,2-s2.0-0035311793
"Kaal J., Brodowski S., Baldock J.A., Nierop K.G.J., Cortizas A.M.","16238702100;6507710194;7003626351;6701725401;8721780000;","Characterisation of aged black carbon using pyrolysis-GC/MS, thermally assisted hydrolysis and methylation (THM), direct and cross-polarisation 13C nuclear magnetic resonance (DP/CP NMR) and the benzenepolycarboxylic acid (BPCA) method",2008,"Organic Geochemistry","39","10",,"1415","1426",,68,"10.1016/j.orggeochem.2008.06.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51249098266&doi=10.1016%2fj.orggeochem.2008.06.011&partnerID=40&md5=c16ed01604d44552c47d2246f08e5a44","Aged black carbon (BC) from biomass burning is difficult to identify chemically when it is mixed with other forms of soil organic matter (SOM). As a consequence, the natural abundance of aged and degraded BC is unknown. We carried out a molecular characterisation of up to ∼7000 yr old charcoal and NaOH-extractable SOM obtained from a colluvial soil in NW Spain using Curie point pyrolysis-GC/MS and THM. Black C was tentatively quantified using solid state 13C CP and DP NMR in conjunction with a molecular mixing model (MMM), and the use of BPCAs. Not surprisingly, the charcoal consisted for the most part of chemically distinctive BC moieties, as concluded from CP and DP NMR-MMM (&gt;72% BC-inherent C) and the BPCA method (30-40%). Charcoal produced mainly benzene, toluene and polycyclic aromatic hydrocarbons (PAHs) upon pyrolysis and THM. The SOM was a mixture of BC-derived (producing benzene, toluene, PAHs and benzonitrile on pyrolysis) and non-BC lipid, carbohydrate and protein-derived OM. Benzenes, PAHs and benzonitrile accounted for 41-54% (pyrolysis-GC/MS) and 34-58% (THM) of total identified peak area in extractable SOM, comparable with the 32-41% BC obtained using DP NMR-MMM. Combined results suggested that the SOM BC was a partially oxidised, N-containing, weakly condensed aromatic network. Apart from increased oxidation with age, ∼700 and 7000 yr old BC gave similar molecular fingerprints. The results contribute to our knowledge of the chemistry of BC, a potential climate mediator, and its fate in the terrestrial environment. © 2008 Elsevier Ltd. All rights reserved.",,"Biomass-burning; Black carbon; Colluvial soils; Pyrolysis-GC/MS; Biological materials; Biomass; Carbon; Charcoal; Chemical reactions; Organic compounds; Pyrolysis; Renewable energy resources; Soils; Strength of materials; Carbon black; biomass; black carbon; colluvial deposit; gas chromatography; hydrolysis; mass spectrometry; methylation; molecular analysis; nuclear magnetic resonance; PAH; pyrolysis; soil organic matter; Eurasia; Europe; Southern Europe; Spain","Sixth Framework Programme, FP6: MEST-CT-2004-513915","J.K. was supported by a Marie-Curie EST Fellowship of the European Community’s Sixth Framework Programme under contract number MEST-CT-2004-513915. E. Velthorst (Wageningen University) and L. Hoitinga (University of Amsterdam) are acknowledged for technical advice. The paper benefitted from the suggestions of two anonymous reviewers.",Article,"Final",,Scopus,2-s2.0-51249098266
