Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Document Type,Publication Stage,Access Type,Source,EID
"Schurr M.R., Powell M.L.","7005100398;15830040200;","The role of changing childhood diets in the prehistoric evolution of food production: An isotopic assessment",2005,"American Journal of Physical Anthropology","126","3",,"278","294",,63,"10.1002/ajpa.20034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13544261491&doi=10.1002%2fajpa.20034&partnerID=40&md5=5dcc7e08bae7031817be7f23e722be3c","Earlier weaning has often been suggested as a cause for population growth after the evolution of food production. However, evidence for weaning-time reduction is largely circumstantial. Collagen stable nitrogen-and carbon-isotope ratios from juvenile and adult burials from four sites in eastern North America were measured to estimate weaning onsets and durations before and after the appearance of intensive food production. Two preagricultural Late Archaic sites (Indian Knoll and Carlston Annis) are compared with two highly agricultural Middle Mississippian sites (Angel and Tinsley Hill). Isotopic data and paleodemographic measures of birth rates provide no evidence for changes in weaning behavior or fertility with the development of food production in the prehistoric Lower Ohio Valley. Birth rates and weaning behavior appear to have been roughly the same at all four sites. These results indicate that models attributing population growth after the appearance of food production to earlier weaning are not universally applicable. © 2004 Wiley-Liss, Inc.","Green River Archaic; Middle Mississippian; Ohio Valley; Stable isotopes; Weaning","carbon; collagen; nitrogen; article; birth rate; controlled study; diet; evolution; evolutionary adaptation; feeding behavior; fertility; food industry; fossil; geological time; human; isotope analysis; North America; paleoanthropology; paleontology; population growth; posthumous care; weaning; Bone and Bones; Carbon Isotopes; Diet; Evolution; Feeding Behavior; Food Habits; Food Supply; History, Ancient; Humans; Infant; Infant Nutrition Physiology; Nitrogen Isotopes; Paleontology; United States; Weaning",,,Article,"Final",,Scopus,2-s2.0-13544261491
"Jackson H.E., Scott S.L.","","The faunal record of the southeastern elite: The implications of economy, social relations, and ideology",1995,"Southeastern Archaeology","14","2",,"103","119",,61,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-0346920704
"Spielmann K.A., Schoeninger M.J., Moore K.","6602438808;6701622166;35605849100;","Plains-Pueblo Interdependence and Human Diet at Pecos Pueblo, New Mexico",1990,"American Antiquity","55","4",,"745","765",,61,"10.2307/281248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0009596564&doi=10.2307%2f281248&partnerID=40&md5=eea7d269da9c81f55e8e7f84f6668a84","Using bone-chemistry data, this project sought to assess the degree of dietary change that occurred among eastern border Pueblo populations due to prehistoric food exchange with hunter-gatherers on the Plains and to the arrival of Spanish colonists. In so doing we introduce a technique for dietary reconstruction that determines the range of diets compatible with bone-chemistry data from a particular population. The data are derived from samples of modern and archaeological plants and animals collected from the area surrounding Pecos Pueblo, and from archaeological humans recovered from Pecos itself. Bone-strontium concentrations were measured to monitor the relative proportions of meat to vegetables in the diet. Carbon and nitrogen stable-isotope ratios in food items and in bone collagen were measured to monitor the dependence on maize and bison meat. The results do not provide support for the hypothesis that bison replaced mule deer in the diet during the period of significant Plains-Pueblo trade. If bison, whose diets are relatively enriched in 13C had replaced mule deer, an increase in average δ13C values should have occurred. This, however, was not observed. A decrease in carbon-isotope values in the historic period suggests that either bison meat or maize or both decreased in importance in the Pecos diet and that dependence on wild plants increased. © The Society for American Archaeology 1990.",,,,,Review,"Final",,Scopus,2-s2.0-0009596564
"Schurr M.R.","7005100398;","Isotopic and Mortuary Variability in a Middle Mississippian Population",1992,"American Antiquity","57","2",,"300","320",,51,"10.2307/280735","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041627165&doi=10.2307%2f280735&partnerID=40&md5=b1da0dd94e8632ac3d73e4db4c234990","Stable-isotopic studies of prehistoric diet have usually confined discussions of isotopic variability within populations to sex-related differences in diet and have rarely considered other social or cultural sources of dietary variation. Extant data from eastern North America suggest that isotopic variation (and hence dietary variation) may have been greatest within the relatively complex Middle Mississippian societies of the late prehistoric period. Correlations between isotopic variability and mortuary variability (an indication of social position) were identified in a sample of burials from the Angel site, a Middle Mississippian (A.D. 1200-1450) civic-ceremonial center in southwestern Indiana. These correlations demonstrate how contextually informed isotopic studies can be used to examine the relations between social position and diet. This approach may be especially useful for studies of social interactions between different populations. © 1992 Society for American Archaeology.",,,,,Review,"Final",,Scopus,2-s2.0-0041627165
"Hart J.P., Thompson R.G., Brumbach H.J.","55433453600;55482240900;6507575092;","Phytolith evidence for early maize (Zea mays) in the northern finger lakes region of New York",2003,"American Antiquity","68","4",,"619","640",,46,"10.2307/3557065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646544598&doi=10.2307%2f3557065&partnerID=40&md5=85b783e14f4d7638d8fc3539ddcf1ebc","The timing of crop introductions, particularly of maize (Zea mays), has been of long-standing interest to archaeologists working in various regions of eastern North America. The earliest confirmed macrobolanical evidence for maize in New York is A.D. 1000. We report on the results of accelerator mass spectrometer (AMS) dating, phytolilh analysis, and stable carbon isotope analysis of carbonized cooking residues adhering to the interior surface of pottery sherds from three sites in the northern Finger Lakes region of New York. Maize, squash (Cucurbita sp.), wild rice (Zizania aquatica), and sedge (Cyperus sp.) were identified in phytolith assemblages dating to as early as the first half of the calibrated seventh century A.D. The results demonstrate that low δ13C values on cooking residues cannot be used to preclude the possibility that maize was cooked in vessels. Two of the maize-bean-squash crop triad were present in New York at least 350 years earlier than previously documented, and the Northern Flint Corn Complex was present in New York by at least the first half of the seventh century A.D. This research highlights the potential of cooking residues to provide new insights on prehistoric plant based subsistence. © 2003 by the Society for American Archaeology.",,,,,Article,"Final",,Scopus,2-s2.0-33646544598
"Schurr M.R., Schoeninger M.J.","7005100398;6701622166;","Associations between agricultural intensification and social complexity: An example from the prehistoric ohio valley",1995,"Journal of Anthropological Archaeology","14","3",,"315","339",,44,"10.1006/jaar.1995.1016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041403243&doi=10.1006%2fjaar.1995.1016&partnerID=40&md5=572c9f211a61854972f5ae0bbd116ab0","Many different theories have been advanced to explain the existence of non-state complex societies (often described as chiefdoms). Explanations of the appearance or decline of chiefdoms have historically emphasized the relations between a society’s productive base and its social organization, but more recently, studies of the dynamics of chiefdoms have shifted away from economic or material explanations. This study examines the relationship between social complexity and human stable carbon-isotope ratios as a measure of agricultural intensification for late prehistoric (after A.D. 1000) tribal and chiefdom-level societies of the Ohio Valley of eastern North America. We show that there is a strong association between social complexity and agricultural intensification (reflected in increased maize consumption) in this region during the late prehistoric period. © 1995 Academic Press, Inc.",,,,,Article,"Final",,Scopus,2-s2.0-0041403243
"Araus J.L., Sánchez C., Cabrera-Bosquet L.","7004176359;8250808800;26664297900;","Is heterosis in maize mediated through better water use?",2010,"New Phytologist","187","2",,"392","406",,43,"10.1111/j.1469-8137.2010.03276.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954147718&doi=10.1111%2fj.1469-8137.2010.03276.x&partnerID=40&md5=6a78600766dbfc7e980d1e6a0ad48f09","Heterosis increases yield potential and improves adaptation to stress in maize (Zea mays); however, the underlying mechanisms remain elusive. A set of tropical inbred lines and their hybrids were grown in the field for 2 yr under three different water regimes. First-year plant water use was evaluated by measuring instantaneous traits (stomatal conductance (gs) and steady-state chlorophyll fluorescence (Fs)) in individual leaves together with time-integrative traits, which included mineral accumulation in the whole leaves of plants and oxygen isotope enrichment above source water (Δ18O) and carbon isotope discrimination (Δ13C) in the same pooled leaves and in mature kernels. Second-year water use was evaluated by measuring leaf temperature, gs and relative water content (RWC). Within each growing condition, hybrids showed higher Fs, mineral accumulation, RWC, and lower leaf temperature, Δ18O and Δ13C than inbred lines. Therefore, hybrids had a better water status than inbred lines, regardless of the water conditions. Differences in grain yield across growing conditions were explained by differences in water-use traits, with hybrids and inbred lines following a common pattern. Within each growing condition, most variations in grain yield, between hybrids and inbred lines, were also explained by differences in plant water-use traits. Heterosis in tropical maize seems to be mediated by improved water use, irrespective of the water conditions during growth. © The Authors (2010). Journal compilation © New Phytologist Trust (2010).","Δ13C; Δ18O; Drought; Grain yield; Heterosis; Maize (Zea mays); Water use","carbon isotope; chlorophyll; crop yield; drought; fluorescence; geoaccumulation; heterosis; hybrid; maize; oxygen isotope; stomatal conductance; water content; water use; Zea mays; chlorophyll; nitrogen; water; air; article; biomass; crop; dehydration; environment; genetics; growth, development and aging; heterosis; hybridization; inbreeding; maize; metabolism; quantitative trait; temperature; Air; Biomass; Chlorophyll; Crops, Agricultural; Dehydration; Environment; Hybrid Vigor; Hybridization, Genetic; Inbreeding; Nitrogen; Quantitative Trait, Heritable; Temperature; Water; Zea mays",,,Article,"Final",,Scopus,2-s2.0-77954147718
"Schoeninger M.J.","6701622166;","Stable isotope evidence for the adoption of maize agriculture",2009,"Current Anthropology","50","5",,"633","640",,37,"10.1086/605111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349562694&doi=10.1086%2f605111&partnerID=40&md5=189973ba87332f390f26911c3904307e","Over the past three decades, dozens of studies have produced carbon and nitrogen stable isotope data on early human bones and teeth from North America. Because these data record individual diets, they provide one way to test various hypotheses about the uptake and continued dependence on maize agriculture that is complementary to floral, paleopathological, and demographic approaches to the same problem. The δ13C values in the organic fraction of bone (bone collagen) plotted against those in the mineral fraction of bone (bone apatite) from several regions across North America reveal that not all human groups responded in the same way to maize agriculture. Rather there was variation between and within geographic regions. Similarly, the δ15N values in bone collagen from sites from across the southeastern United States show variation in dependence on maize and on marine foods that cannot be fully explained by geography or technical expertise. In combination, the data emphasize the need to consider social forces, both internal and external, to the group under study as well as environmental and technological constraints. ©2009 The Wenner-Gren Foundation for Anthropological Research.",,"carbon; collagen; nitrogen; article; bone; chemistry; crop; diet; history; human; maize; North America; Bone and Bones; Carbon Isotopes; Collagen; Crops, Agricultural; Diet; History, Ancient; Humans; Nitrogen Isotopes; North America; Zea mays",,,Article,"Final",,Scopus,2-s2.0-70349562694
"Rose J.C., Marks M.K., Tieszen L.L.","","Bioarchaeology and subsistence in the central and lower portions of the Mississippi Valley",1991,"What Mean These Bones? Studies in Southeastern Bioarchaeology",,,,"7","21",,34,,,[No abstract available],,,,,,,,Scopus,2-s2.0-0009118435
"Yerkes R.W.","6602871616;","Bone chemistry, body parts, and growth marks: Evaluating Ohio Hopewell and Cahokia Mississippian seasonality, subsistence, ritual, and feasting",2005,"American Antiquity","70","2",,"241","265",,33,"10.2307/40035703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31344459485&doi=10.2307%2f40035703&partnerID=40&md5=f05c8ba8d82a16fa9f64e8a0fd45501b","Human stable isotope values and deer utility indices have been used to reconstruct Hopewell and Mississippian diets and subsistence practices, but seasonality studies are also needed to resolve debates about feasting and elite provisioning. Dispersed Hopewell tribes foraged for food and harvested native cultigens. Seasonal feasts at earthworks helped integrate the dispersed populations. Mississippian subsistence cycles are reflected in the seasonal abundance of deposited floral and faunal remains. Pits filled in spring/summer have many fish, but few deer bones. Deer remains are abundant, but fish are rare, in pits filled during the fall/winter. Finding few deer remains in some pits at Cahokia may not mean that deer were scarce but may mean that few deer were hunted during the seasons when those trash pits were filled. Stable isotope values in human burials, analyses of floral and faunal remains from pits and middens filled throughout the year, and diachronic studies of deer size and herd stability indicate that the Cahokia elite consumed a variety of foods including substantial amounts of fish and venison. Patterns in deer element distributions in ""elite"" and ""non-elite"" contexts suggest that venison may have been part of the tribute that was presented to high-status Cahokians. Copyright © 2005 by the Society for American Archaeology.",,,,,Review,"Final",,Scopus,2-s2.0-31344459485
"Hedman K., Hargrave E.A., Ambrose S.H.","","Late Mississippian diet in the American Bottom: Stable isotope analyses of bone collagen and apatite",2002,"Midcontinental Journal of Archaeology","27","2",,"237","271",,32,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-0141609460
"Bolton H.E.","",[No title available],1987,"The Hasinais: Southern Caddoans As Seen by the Earliest Europeans",,,,"","",,26,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-0040266079
"Keene D.A.","35208423900;","Reevaluating Late Prehistoric Coastal Subsistence and Settlement Strategies: new data from grove'S Creek site, Skidaway island, Georgia",2004,"American Antiquity","69","4",,"671","688",,25,"10.2307/4128443","https://www.scopus.com/inward/record.uri?eid=2-s2.0-14644421103&doi=10.2307%2f4128443&partnerID=40&md5=c27d71fdd2aecc4ede84c919b2229fe7","This paper tests existing models of coastal subsistence strategies and settlement patterns of the late prehistoric inhabitants of the Southeastern U.S. Atlantic coastal plain. Excavations at Grove's Creek Site (09CH71), Skidaway Island, Georgia were conducted to determine the season of occupation of the site. Paleoethnobotanical and zooarchaeological data were used to determine the subsistence strategies of the inhabitants. Stable isotope analysis of oyster shells is combined with the faunal and botanical data to determine the seasons of occupation of the site. The most notable discovery was the diversity of agricultural plants. Paleoethnobotanical data indicate a spring through autumn occupation, and the stable isotope data indicate winter through summer. Faunal data suggest occupation from spring through early winter. Therefore, the site was occupied year-round. This information, coupled with other data from the Southeastern U.S. Atlantic Coast, suggests a revision to existing subsistence and settlement pattern models. Coastal peoples lived in permanent villages and relied on a mix of agriculture, hunting, fishing, and gathering. Short trips were likely made to procure some resources, but there was not an extensive seasonal round. Este documento prueba los modelos exislentes de estrategias de subsistencia costera y de patrón de asenlamiento entre los habitantes de la época prehistórica tardia de la Planicie de la Costa Atlántica del sureste de los Estados Unidos. Excavaciones en el sitio de Grove's Creek (09CH71) en la Isia de Skidaway, Georgia, se llevaron a cabo para deteminar el periodo de ocupación del sitio. Datos paleoetnobotá nicos y zooarqueológicos fueron usados para determinar las estrategias de subsistencia de los habitantes, combinándose con análisis de isótopo estable de las conclias de los ostiones para determinar los periodos de ocupación del sitio. El descubrimiento más notable fue la diversidad de plantas cultivadas. La información paleoetnobotá nica indica una ocupación de la primavera al otoño, y los datos del isótopo estable señalan que ocurrió del invierno al verano, en tanto la información faunística sugiere una ocupación de la primavera y hasta principios del invierno, es decir, que el sitio estaba ocupado todo el año. Esta información combinada con otros datos de la Costa Atlántica del sureste de los Estados Unidos, sugiere un cambio en los modelos existentes de subsistencia y patrón de asentamiento. Los habitantes costeros vivían en aldeas permanentes y dependian tanto de la agricultura, como de la cacería, la pesca, y la recolección, hicieron viajes cortos para obtener algunos recursos, pero no había un ciclo estacional extensivo. © 2004 by the Society for American Archaeology.",,,,,Article,"Final",,Scopus,2-s2.0-14644421103
"Story D.A.","","Cultural history of the native Americans",1990,"The Archeology and Bioarcheology of the Gulf Coastal Plain","1",,,"163","366",,24,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-0346585815
"Rose F.","24721906400;","Intra-community variation in diet during the adoption of a new staple crop in the eastern woodlands",2008,"American Antiquity","73","3",,"413","439",,21,"10.1017/S0002731600046801","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049115789&doi=10.1017%2fS0002731600046801&partnerID=40&md5=9c8dce5d95f25d30d40d39998384312a","This study investigated intracommunity variation in diet during the introduction and adoption of a new staple crop (maize) into an indigenous horticultural system. Carbon and nitrogen isotopes of human bone collagen were analyzed from five sites in west-central Illinois, dating from the Middle Woodland to Mississippian periods, and the results contrasted with evidence from neighboring river valleys and the wider Eastern Woodlands area. Contrary to speculation, neither the initial adoption of maize nor subsequent intensification in its use were correlated with status, gender, or age. A striking bimodal distribution was observed in consumption of native and introduced crops; growing or eating small amounts of maize was apparently not practiced. Fluoride dating confirms the burials are contemporary, and the pattern persists over several hundred years. Possible explanations include issues related to the economics of maize growing, household requirements for storage, exchange, or levies, or individual taste. Also notable were earlier-than-expected dates for intensive exploitation of the maize in this area, in the early Late Woodland, possibly as early as A.D. 400. Nitrogen isotope ratios were higher for males at all sites and time periods; the cause may have been greater access to dietary protein, or could be the result of physiological differences. Copyright ©2008 by the Society for American Archaeology.",,,,,Article,"Final",,Scopus,2-s2.0-50049115789
"Huebner J.A.","","Late Prehistoric Bison Populations in Central and Southern Texas",1991,"Plains Anthropologist","36","137",,"343","358",,21,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-0008168127
"Homes Hogue S., Melsheimer R.","6603932916;23111078300;","Integrating dental microwear and isotopic analyses to understand dietary change in east-central Mississippi",2008,"Journal of Archaeological Science","35","2",,"228","238",,20,"10.1016/j.jas.2007.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37749035972&doi=10.1016%2fj.jas.2007.03.002&partnerID=40&md5=916bfdf311013dfe58bc79bf1a0ebf90","Stable isotope and dental microwear analyses are integrated to observe changes in plant food diet in east-central Mississippi. Dental specimens are compared from seven sites in Mississippi and one in Alabama ranging in time from the Archaic to the Protohistoric periods. Microwear analysis of phase II dental facets is performed and pit percentages, scratch length and width, and pit length and width are recorded. Analysis of variance statistical tests were performed between temporally contiguous sites. The results indicate that the size and frequency of microwear features decrease through time until the Protohistoric period where pit feature size and frequencies increase significantly. These results are then compared to stable isotope analysis to test whether the methods yield congruent results and to assess additional dietary changes, specifically the increased importance of nut foods. Carbon isotope analysis indicates differences in dietary maize use between the Mississippian and Protohistoric samples and dental microwear analysis show a significant increase in pit percentages and pit size, microwear features generally associated with hard food mastication. One important question addressed is whether there was a return in the Protohistoric period to naturally available resources, specifically hard foods such as nuts, a pattern observed at sites in Alabama and Arkansas. The use of secondary burials in the later Protohistoric period is examined as a possible cause for this microwear pattern. The study demonstrates the importance of integrating different methods when assessing dietary change, especially when ethnobotanical information is not available. © 2007 Elsevier Ltd. All rights reserved.","Dental microwear analysis; Diet; Stable isotopes","carbon isotope; dietary shift; isotopic analysis; stable isotope; Alabama; Arkansas; Mississippi; North America; United States; Zea mays","University of Miami

Mississippi State University, MSU","Many individuals assisted in the completion of this research endeavor. Richard Kuklinski, electron microscopist, at the Mississippi State University Electron Microscope Center, provided invaluable assistance in preparing specimens and SEM use. Dr. Donald Jackson of Vicksburg, MS, aided in procuring casting materials. Special thanks are extended to Janet Rafferty, Boyce Driskell, Martin Levin, Xiaohe Xu, Valerie Davis, and R. Madison Collins for their assistance in various aspects of this study and to the anonymous reviewers whose comments and suggestions have greatly improved this manuscript. Jeffrey Alvey produced the site location map. The College of Arts and Sciences assisted with costs incurred at the Electron Microscope Center. Additional funding was provided by a grant from the Robert R. Bellamy Foundation, Miami, FL. Radiocarbon assays and isotope analysis were contracted to Beta Analytic, Inc., Miami, FL. Lab space and other financial support were provided by the Cobb Institute of Archaeology, Mississippi State University. The skeletal samples from Mississippi sites are on loan from the anthropology collections housed at the Cobb Institute of Archaeology and the Dust Cave collection is currently housed at the University of Tennessee, Knoxville.",Article,"Final",,Scopus,2-s2.0-37749035972
"Butler B.M., Clay R.B., Hargrave M.L., Peterson S.D., Schwegman J.E., Schwegman J.A., Welch P.D.","7202035416;7005247685;23027542900;43861715600;55282936200;43861752400;7101633558;","A new look at Kincaid: Magnetic survey of a large Mississippian town",2011,"Southeastern Archaeology","30","1",,"20","37",,18,"10.1179/sea.2011.30.1.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959940142&doi=10.1179%2fsea.2011.30.1.002&partnerID=40&md5=072c98108e2d56f8ee6116f7efe90e7f","Despite extensive work by the University of Chicago in 1934-44, Kincaid has remained one of the least understood of the large mid-South Mississippian mound complexes. Between 2003 and 2009, large-scale magnetic gradient survey was done on 33.6 ha of the site, roughly half of the total site area and 65 percent of the larger and more accessible Massac County portion. The survey was highly successful, revealing large numbers of cultural features, including palisades, structures, pit features, and midden areas. This paper presents the preliminary results of the geophysical survey, complemented by small-scale groundtruthing excavations. Together these have significantly expanded and refined our understanding of this large prehistoric town. Kincaid is clearly much larger than once thought, both in terms of total site area and area of habitation. The site also exhibits much greater internal complexity, as evidenced by internal palisades and numerous small mounds and earthen platforms.",,"archaeological evidence; geophysical survey; magnetic method; magnetic survey; Mississippi; United States",,,Article,"Final",,Scopus,2-s2.0-79959940142
"Emerson T.E., Hedman K.M., Simon M.L.","","Marginal horticulturalists or maize agriculturalists? Archaeobotanical, paleopathological, and isotopic evidence relating to langford tradition maize consumption",2005,"Midcontinental Journal of Archaeology","30","1",,"67","118",,17,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-33947394117
"Creel D., Long A.","26035656000;7202417093;","Radiocarbon dating of corn",1986,"American Antiquity","51","4",,"826","837",,16,"10.2307/280869","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53249090019&doi=10.2307%2f280869&partnerID=40&md5=df70e74c587e5ca5a0ecdc3e6376af53","Nine samples from well-dated prehistoric sites in the southwestern United States have been radiocarbon dated in order to determine the accuracy of 14C dates on corn. The results indicate that a normalized and calibrated 14C date on corn is as accurate an estimate of the sample's age as is a 14C date for any other material. This accuracy has implications not only for future selection of 14C samples but also for interpretation of existing dates on corn and on other kinds of materials. © 1986 Society for American Archaeology.",,,,,Review,"Final",,Scopus,2-s2.0-53249090019
"Little E.A.","7102984496;","Kautantouwit's legacy: Calibrated dates on prehistoric maize in New England",2002,"American Antiquity","67","1",,"109","118",,15,"10.2307/2694880","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29644442343&doi=10.2307%2f2694880&partnerID=40&md5=4e1067c2c98f53d00827e867fcdc9107","This paper (I) presents four new AMS dates taken directly on prehistoric maize found in New England; (2) collects in one place and in a common format the 16 currently available dates directly on maize from the region; (3) shows, by comparing dates on charcoal or shell associated with 10 of these maize samples, that charcoal and shell are not reliable proxies for dating maize; and (4) draws several archaeological inferences from the dataset. First, a cluster of dates between about cal A.D. 1250 and 1450 that are temporally concentrated but spatially widespread suggests a relatively sudden increase in the archaeological visibility of maize in New England at this time. The increase in visibility roughly coincides with an increase in maize consumption in the midcontinent, although further studies are needed to clarify the liming of the latter. Second and even more striking is the simultaneous increase in the archaeological visibility of beans as well as maize in New England during the same period. Finally, preliminary evidence suggests that these increases may be related to the use of soils fertilized by alluvial limestone or old shell midden material. © 2002 by the Society for American Archaeolo.",,,,,Article,"Final",,Scopus,2-s2.0-29644442343
"Buikstra J.E., Rose J.C., Milner G.R.","","A carbon isotopic perspective on dietary variation in late prehistoric western Illinois",1994,"Agricultural Origins and Development in the Midcontinent",,,,"155","170",,15,,,[No abstract available],,,,,,,,Scopus,2-s2.0-0006379411
"Greenlee D.M.","",[No title available],2002,"Accounting for Subsistence Variation among Maize Farmers in Ohio Valley Prehistory",,,,"","",,14,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-67349263140
"Janetski J.C., Bodily M.L., Newbold B.A., Yoder D.T.","6506709945;56147364300;56147485500;56147568800;","The Paleoarchaic to Early Archaic transition on the Colorado Plateau: The archaeology of North Creek Shelter",2012,"American Antiquity","77","1",,"125","159",,13,"10.7183/0002-7316.77.1.125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873857623&doi=10.7183%2f0002-7316.77.1.125&partnerID=40&md5=c6a16da0debd0b8a453fcf6329144368","Recent literature on Paleoarchaic and Early Archaic strategies in the arid west of North America has characterized the shift from the earlier to later period as constituting an adaptive discontinuity. The empirical bases for this conclusion are shifts in mobility, subsistence, and technology. Paleoarchaic peoples are described as highly mobile, focused on a diversity of animal resources, including birds and small game, and using more exotic toolstone, an aspect of mobility. In contrast, Early Archaic strategies are less mobile, yet more focused on large game, using more local toolstone, and adopting grinding tools presumably to process small seeds. Accompanying this transition is the shift from stemmed to notched projectile points. Data bearing on this transition on the Colorado Plateau have been scarce. Excavations of finely stratified deposits at North Creek Shelter on the Colorado Plateau in southern Utah have yielded support for the adaptive discontinuity position, although qualitative differences between the Great llasin and Colorado Plateau are apparent in mobility and faunal use.",,,,,Article,"Final",,Scopus,2-s2.0-84873857623
"Schober T.","","Reinvestigation of Maize Introduction in West-Central Illinois",1998,"Reinvestigation of Maize Introduction in West-Central Illinois",,,,"","",,12,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-0141721157
"Harmon A.M., Rose J.C.","","Bioarcheology of the Louisiana and Arkansas Study Area",1989,"Archeology and Bioarcheology of the Lower Mississippi Valley and Trans-Mississippi South in Arkansas and Louisiana",,,,"323","354",,12,,,[No abstract available],,,,,,,,Scopus,2-s2.0-1542500061
"Perttula T.K.","6508386711;","Caddo agriculture on the western frontier of the eastern Woodlands",2008,"Plains Anthropologist","53","205",,"79","105",,11,"10.1179/pan.2008.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43749120948&doi=10.1179%2fpan.2008.006&partnerID=40&md5=866130e1d2e89ab3b92eef5c4bfe403d","Tropical cultigens were adopted and used by the Caddo peoples and their ancestors beginning perhaps 2,000-2,500 years ago on the western frontier of the eastern Woodlands. These cultigens were not adopted as an agricultural package, but came to the Caddo at different times and places, first being squash (ca. 2000-2500 B.P.), then maize (several varieties, ca. 1150 B.P.), and last beans (ca. 650-700 B.P.). Oily and starchy seeds appear to have comprised only a minor aspect of Woodland or Caddo subsistence pursuits in this region. A Caddo diet more dependent on domesticated plants is documented in the archaeological record only after ca. 650 B.P. With intensification, lands were abandoned along the western Caddo reaches while complex Caddo political communities developed in others.",,,,,Article,"Final",,Scopus,2-s2.0-43749120948
"Greenlee D.M.","","Dietary variation and prehistoric maize farming in the middle Ohio valley",2006,"Histories of Maize: Multidisciplinary Approaches to the Prehistory, Linguistics, Biogeography, Domestication, and Evolution of Maize",,,,"215","233",,11,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-67649436237
"Roper D.C., Adair M.J.","14422669400;47560925000;","Interpreting AMS radiocarbon age determinations from selected Central Plains tradition sites",2011,"Plains Anthropologist","56","217",,"3","22",,9,"10.1179/pan.2011.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051748584&doi=10.1179%2fpan.2011.002&partnerID=40&md5=f12cd4aa76d515107d4deaeec7915c7f","We report 45 newly-obtained dates for selected Central Plains tradition sites. Of these, 39 dates are from sites assigned to the Smoky Hill phase of central and north-central Kansas; the other six are from sites assigned to the Steed-Kisker phase or south end of the Nebraska phase. All dates were assayed by AMS dating, and all were run on annual plants or residue from ceramics. Before assessing the chronology as reflected by these dates, we consider the advantages of using annual deposits rather than wood charcoal for dating and illustrate the practical effects for Central Plains tradition chronology by comparing the distribution of ages of previously-obtained age determinations on wood charcoal with the distribution of ages on annual plants. The analysis shows that dating annual plants produces a tighter and more objectively interpreted age distribution. The calibrated dates are then evaluated and the implications for Central Plains tradition chronology are discussed.","AMS radiocarbon dates; Annual plants ceramic residue; Central Plains tradition; Smoky Hill phase",,,,Article,"Final",,Scopus,2-s2.0-80051748584
"Schoeninger M.J., Sattenspiel L., Schurr M.R.","","Transitions at Moundville: A question of collapse",2000,"Bioarchaeological Studies of Life in the Age of Agriculture",,,,"63","77",,9,,,[No abstract available],,,,,,,,Scopus,2-s2.0-0009188775
"Gremillion K.","","The role of plants in southeastern subsistence economies",2011,"Subsistence economies of indigenous North American societies",,,,"387","400",,8,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84867254897
