Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Document Type,Publication Stage,Access Type,Source,EID
"Collyer M.L., Adams D.C.","57074630100;7404054540;","Analysis of two-state multivariate phenotypic change in ecological studies",2007,"Ecology","88","3",,"683","692",,124,"10.1890/06-0727","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847004334&doi=10.1890%2f06-0727&partnerID=40&md5=7d159876e87d4c2693472de6864aa1a8","Analyses of two-state phenotypic change are common in ecological research. Some examples include phenotypic changes due to phenotypic plasticity between two environments, changes due to predator/non-predator character shifts, character displacement via competitive interactions, and patterns of sexual dimorphism. However, methods for analyzing phenotypic change for multivariate data have not been rigorously developed. Here we outline a method for testing vectors of phenotypic change in terms of two important attributes: the magnitude of change (vector length) and the direction of change described by trait covariation (angular difference between vectors). We describe a permutation procedure for testing these attributes, which allows non-targeted sources of variation to be held constant. We provide examples that illustrate the importance of considering vector attributes of phenotypic change in biological studies, and we demonstrate how greater inference can be made than by evaluating variance components with MANOVA alone. Finally, we consider how our method may be extended to more complex data. © 2007 by the Ecological Society of America.","Geometric morphometrics; Multivariate; Phenotypic; Vector","competition (ecology); environmental change; multivariate analysis; phenotypic plasticity; predator; sexual dimorphism; Amphibia; analysis of variance; animal; article; comparative study; computer simulation; Cyprinodontiformes; ecosystem; histology; morphometrics; multivariate analysis; phenotype; sexual development; statistical analysis; theoretical model; Analysis of Variance; Animals; Body Weights and Measures; Computer Simulation; Cyprinodontiformes; Data Interpretation, Statistical; Ecosystem; Models, Theoretical; Multivariate Analysis; Phenotype; Sex Characteristics; Urodela",,,Article,"Final",,Scopus,2-s2.0-33847004334
"Gunz P., Harvati K.","6506472733;57203032637;","The Neanderthal ""chignon"": Variation, integration, and homology",2007,"Journal of Human Evolution","52","3",,"262","274",,105,"10.1016/j.jhevol.2006.08.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846913250&doi=10.1016%2fj.jhevol.2006.08.010&partnerID=40&md5=ab0b2ee90ec16bd5cfd11cd9c3d844c6","The occipital bun (""chignon"") is cited widely as a Neanderthal derived trait. It encompasses the posterior projection/convexity of the occipital squama and is associated with lambdoid flattening on the parietal. A 'hemibun' in some Upper Paleolithic Europeans is thought by some authors to indicate interbreeding between Neanderthals and early modern Europeans. However, 'bunning' is difficult to measure, and the term has been applied to a range of morphological patterns. Furthermore, its usefulness in phylogenetic reconstruction and its homologous status across modern and fossil humans have been disputed. We present a geometric morphometric study that quantitatively evaluates the chignon, assesses its usefulness in separating Neanderthals from modern humans, and its degree of similarity to Upper Paleolithic 'hemibuns.' We measured the three-dimensional coordinates of closely spaced points along the midsagittal plane from bregma to inion and of anatomical landmarks in a large series of recent human crania and several Middle and Late Pleistocene European and African fossils. These coordinate data were processed using the techniques of geometric morphometrics and analyzed with relative warps, canonical variates, and singular warps. Our results show no separation between Neanderthals and modern humans, including early modern Europeans, when the shape of the occipital plane midsagittal-profile is considered alone. On the other hand, Neanderthals are well separated from both recent and fossil modern humans when information about the occipital's relative position and relative size are also included. Furthermore, the occurrence of a highly convex and posteriorly projecting midline occipital profile (interpreted as the occipital bun) is highly correlated (>0.8) with a flat parietal midsagittal profile and with antero-superiorly positioned temporal bones across both our recent and our fossil human samples. We conclude that the shape of the occipital profile alone should not be considered an independent trait, as it is very tightly integrated with braincase shape. Our analysis does not support differences in integration of the posterior midsagittal profile and the cranial base in Pleistocene and recent humans. © 2006 Elsevier Ltd. All rights reserved.","Cranial architecture; Geometric morphometrics; Human variation; Middle Pleistocene; Semilandmarks","bone; cranium; fossil; homology; human evolution; morphometry; Neanderthal; Paleolithic; phylogenetics; Crania","National Science Foundation, NSF

American Museum of Natural History, AMNH","We thank all the curators and collections managers in several institutions across Europe, Africa, and the U.S. for kindly allowing access to both fossil and extant material used in this study, and the family of Max Lohest for donating the Spy Neanderthal remains to science. We thank Maximilian v. Harling for the CT scan used to create Figs. 1 and 4 . We are also grateful to Jean-Jacques Hublin, Tim Weaver, Zeray Alemseged, Matt Skinner, Fred Bookstein, Philipp Mitteröcker, Susan Antón, Dan Lieberman, and two anonymous reviewers for providing very helpful comments and suggestions. This research was funded in its various stages by grants to KH by the American Museum of Natural History; NYCEP (this is NYCEP morphometrics group contribution No. 21); the Onassis and the CARE Foundations; and the National Science Foundation. Support was also provided by New York University, the Max Planck Society, and the “EVAN” Marie Curie Research Training Network MRTN-CT-019564.",Article,"Final",,Scopus,2-s2.0-33846913250
"Eerkens J.W., Bettinger R.L.","6701660369;7003807566;","Techniques for assessing standardization in artifact assemblages: Can we scale material variability?",2001,"American Antiquity","66","3",,"493","504",,105,"10.2307/2694247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141588338&doi=10.2307%2f2694247&partnerID=40&md5=e3fd97a655e41eac8bf72a82970afffa","The study of artifact standardization is an important line of archaeological inquiry that continues to be plagued by the lack of an independent scale that would indicate what a highly variable or highly standardized assemblage should look like. Related to this problem is the absence of a robust statistical technique for comparing variation between different kinds of assemblages. This paper addresses these issues. The Weber fraction for line-length estimation describes the minimum difference that humans can perceive through unaided visual inspection. This value is used to derive a constant for the coefficient of variation (CV = 1.7 percent) that represents the highest degree of standardization attainable through manual human production of artifacts. Random data are used to define a second constant for the coefficient of variation that represents variation expected when production is random (CV = 57.7 percent). These two constants can be used to assess the degree of standardization in artifact assemblages regardless of kind. Our analysis further demonstrates that CV is an excellent measure of standardization and provides a robust statistical technique for comparing standardization in samples of artifacts. Copyright© 2001 by the Society for American Archaeology.",,,,,Article,"Final",,Scopus,2-s2.0-0141588338
"Sinopoli C.M.","6506456493;","The Organization of Craft Production at Vijayanagara, South India",1988,"American Anthropologist","90","3",,"580","597",,88,"10.1525/aa.1988.90.3.02a00040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982075194&doi=10.1525%2faa.1988.90.3.02a00040&partnerID=40&md5=f834c8f96c85f5eccea09c9d9b88df6b","This article examines the production of two classes of goods, textiles and ceramics, in the medieval South Indian empire of Vijayanagara. A general model for the organization of specialized craft production is presented in which productive organization is linked to political/administrative regulation of product manufacture, distribution, and use. Three modes of productive organization are defined: administered production, centralized production, and noncentralized production. Historic documentation is used to examine Vijayanagara textile production, and a centralized productive organization is proposed. Vijayanagara ceramic manufacture is assessed through archeological and ethnographic data, and a noncentralized production system is proposed. 1988 American Anthropological Association",,,,,Article,"Final",,Scopus,2-s2.0-84982075194
"Rice P.M.","","Specialization, standardization and diversity: A retrospective",1991,"The Ceramic Legacy of Anna O. Shepard",,,,"257","279",,87,,,[No abstract available],,,,,,,,Scopus,2-s2.0-0002341890
"Bastir M., Rosas A.","6603088960;7005126537;","Correlated variation between the lateral basicranium and the face: A geometric morphometric study in different human groups",2006,"Archives of Oral Biology","51","9",,"814","824",,83,"10.1016/j.archoralbio.2006.03.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747187023&doi=10.1016%2fj.archoralbio.2006.03.009&partnerID=40&md5=832f3f166c4a871e96f7379b30a0b10f","Objectives: The significance of the cranial base in the contribution of normal and pathologic facial patterns is uncertain. The aim of this study was to explore and compare patterns of morphological covariation between the face and the lateral basicranium (anterior and middle cranial fossae) with covariation patterns between the face and the midline cranial base. Design: We employed 2D geometric morphometrics and partial least squares analysis to quantify and compare correlation coefficient between principal variation patterns between basicranial and facial structures in lateral radiographs from 143 humans from Japan (N = 45), Europe (N = 65) and Africa (N = 34). Results: In both comparisons basicranial patterns co-varied with dolichofacial and brachyfacial morphologies. The findings showed that the midline cranial base is not significantly correlated of common facial patterns (r = 0.37, P = 0.09). Instead, the lateral basicranium is significantly (P = 0.000), and significantly higher (r = 0.6) correlated with facial variation than is the midline cranial base. Conclusions: The lateral basicranium may be of higher morphogenetic relevance for influencing facial variation than previously thought. This influence may be of clinical importance for the generation of skeletal class II or class III malocclusions. Further research should expand on geometric morphometric analysis of ontogenetic and clinical 3D data in order to advance in the understanding of these complex developmental relationships. © 2006 Elsevier Ltd. All rights reserved.","Anterior; Cranial base; Geometric morphometrics; Integration; Middle cranial fossa; Skeletal class II, III malocclusion","Africa; article; comparative study; Europe; facial bone; human; Japan; maxillofacial development; middle cranial fossa; physical anthropology; principal component analysis; radiography; regression analysis; signal processing; skull base; Africa; Anthropology, Physical; Cranial Fossa, Middle; Europe; Facial Bones; Humans; Japan; Least-Squares Analysis; Maxillofacial Development; Principal Component Analysis; Signal Processing, Computer-Assisted; Skull Base","Mountain Equipment Co-operative, MEC

Ministerio de Ciencia e InnovaciÃ³n, MICINN","We are grateful to Kazuto Kuroe (University of Kagoshima) and Theya Mollison (NHM-London) for help with the radiographs and to Kazuto Kuroe (University of Kagoshima), Paul O’Higgins (Hull York Medical School, University of York) and Felice O’Ryan for discussions and comments on the manuscript. This research is included into the project BOS-2003-0153 of the Dirección General de Investigación of the Spanish government. MB is funded by a post-doctoral fellowship of the Spanish Ministry of Science and Education (MEC).",Article,"Final",,Scopus,2-s2.0-33747187023
"Buchanan B., Collard M.","11241802300;7102608373;","A geometric morphometrics-based assessment of blade shape differences among Paleoindian projectile point types from western North America",2010,"Journal of Archaeological Science","37","2",,"350","359",,71,"10.1016/j.jas.2009.09.047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449670300&doi=10.1016%2fj.jas.2009.09.047&partnerID=40&md5=a9427cde1f0831534d0ec656aed5615a","Blade shape features in the type definitions of Clovis, Folsom, and Plainview projectile points. However, the accuracy of these assessments has never been evaluated. Here we report a study in which geometric morphometrics and multivariate statistics were used to compare the shapes of the blades of Clovis, Folsom and Plainview points from the Southern Plains of North America. In the course of the analyses, we controlled for the impact of three potential confounding factors: allometry, differences in raw material quality, and resharpening. The analyses show that blade shape distinguishes Clovis points from both Folsom points and Plainview points, but does not distinguish Folsom points from Plainview points. The analyses also show that the similarities and differences in blade shape among the types are independent of allometry, raw material quality, and resharpening. These findings suggest that the type definitions for Clovis, Folsom and Plainview need to be altered. They also have implications for typing specimens that lack other defining characters (e.g. channel flakes, flutes). Lastly, the absence of resharpening effects raises questions about the validity of the reduction thesis. © 2009 Elsevier Ltd. All rights reserved.","Blade shape; Geometric morphometrics; Paleoindian; Projectile points; Raw material quality; Reduction thesis; Resharpening","allometry; archaeology; artifact; geometry; Holocene; material culture; morphometry; multivariate analysis; prehistoric; North America","Irish Research Council for the Humanities and Social Sciences, IRCHSS

British Columbia Knowledge Development Fund, BCKDF

Canada Foundation for Innovation, CFI

Simon Fraser University, SFU

Canada Research Chairs","We thank the following institutions and people for access to the collections used in this study: Eastern New Mexico University-Portales for access to the Blackwater Draw assemblage; the Museum of the Great Plains for access to the Domebo assemblage; Richard Rose for access to the Shifting Sands assemblage; the Panhandle-Plains Historical Museum for access to Lake Theo assemblage; Texas Archeological Research Laboratory for access to the Plainview assemblage, and portions of the Lubbock Lake and Milnesand assemblages; the Museum of Texas Tech University for access to the Ryan's Site assemblage and the rest of the Lubbock Lake assemblage; and the late Ted Williamson and Ted Williamson Jr. for access to the Ted Williamson assemblage and the rest of the Milnesand assemblage. We also thank Leland Bement (Oklahoma Archaeological Survey) for providing digital photographs of the points from the Cooper Site. We thank Stephen Lycett, Mike O'Brien, and seven anonymous reviewers for helpful comments. BB's work on this project was made possible by a postdoctoral fellowship from the Social Sciences and Humanities Research Council. MC is supported by the Social Sciences and Humanities Research Council, the Canada Research Chairs Program, the Canada Foundation for Innovation, the British Columbia Knowledge Development Fund, and Simon Fraser University.",Article,"Final",,Scopus,2-s2.0-70449670300
"Iovita R., McPherron S.P.","6506567945;6506777264;","The handaxe reloaded: A morphometric reassessment of Acheulian and Middle Paleolithic handaxes",2011,"Journal of Human Evolution","61","1",,"61","74",,70,"10.1016/j.jhevol.2011.02.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956090095&doi=10.1016%2fj.jhevol.2011.02.007&partnerID=40&md5=2a339928e9532c9eba4073f9518c709b","This paper examines shape and size variability in Mousterian of Acheulian Tradition (MTA) handaxes and compares the observed patterns to those in the Lower Paleolithic Acheulian, both to better understand variability in MTA handaxes and to test whether or not this variability, particularly as it relates to resharpening and reduction, is structured similarly to that in the Acheulian. The Acheulian data set is based on previously published data with the addition here of a study of the handaxes from the site of Boxgrove, England. The MTA data set is based on four classic sites from southwest France with large handaxe collections. Both standard caliper-based morphometrics and Elliptical Fourier Analysis applied to coordinate data taken from digitized images of handaxes are used to assess shape. The result is that, contrary to expectations based on assumptions of evolving technological skill, handaxes in the MTA are as or more variable in shape than Acheulian ones. This variation is allometric in Acheulian handaxes, and is linked to resharpening from the tip down to the base, but is not related to size in the MTA samples. These results suggest that the goals and constraints of handaxe manufacture, but particularly handaxe reduction as a result of reworking during use, were quite different in the MTA and Acheulian, implying that conclusions about hominin cognition drawn from patterns in shape variability in handaxes must be understood in the context of artifact life histories. © 2011 Elsevier Ltd.","Acheulian; Boxgrove; Elliptical Fourier analysis; Geometric morphometrics; Handaxe; Life-history; MTA; Shape variability","Acheulean; artifact; hominid; life history; morphometry; Paleolithic","National Science Foundation, NSF: 0624962","RI and SPM wish to thank Alain Turq and Jean-Jacques Cleyet-Merle (Musée National de Préhistoire, Les-Eyzies-de-Tayac, France) for access to the MTA collections, and RI thanks Nick Ashton (British Museum) and Mark Roberts (University College London) for access to the Boxgrove collection. Funding for RI’s study of the MTA came from the National Science Foundation (dissertation improvement grant BCS # 0624962 ); RI also thanks the Römisch-Germanisches Zentralmuseum, Mainz , for funding the study of the Boxgrove collections. SPM thanks the Max Planck Society for their support. Versions of this paper were presented at the Society for American Archaeology (2010) and the Hugo Obermaier-Society (2010) meetings, and the authors are grateful for comments received at those times. Thanks as well to David Braun for productive discussions about this paper and about handaxes in general. Both authors wish to thank two anonymous reviewers and an associate editor for their helpful suggestions which helped improve this paper. All remaining errors are the responsibility of the authors.",Article,"Final",,Scopus,2-s2.0-79956090095
"Thulman D.K.","33768076600;","Discriminating Paleoindian point types from Florida using landmark geometric morphometrics",2012,"Journal of Archaeological Science","39","5",,"1599","1607",,68,"10.1016/j.jas.2012.01.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857117297&doi=10.1016%2fj.jas.2012.01.004&partnerID=40&md5=ab61ca96cff8608d83742201f68cad84","Traditional artifact typologies are typically poorly defined. While several attributes usually help define a "" type,"" shape is invariably the most important. Here I report on a study that uses landmark-based geometric morphometrics to better define three Paleoindian point types from Florida: Suwannees, Simpsons, and Transitional Side Notched. Bilaterally symmetric specimens were created from the original artifacts to capture the presumed ideational forms of the points. The shapes of the bases and the entire points were tested to determine whether the types could be discriminated, and if so which shape was best at discriminating the types. The results show that the base configurations were best at discriminating the groups in two different jackknife allocation tests. The entire point shape was less robust due to the variability in blade shape. The study demonstrates that the three point types can be rigorously defined in ways that are usable in daily archaeological practice, and that base shape, rather than the entire shape, is a better discriminator. Further, the study demonstrates the utility of using several freeware programs for processing and analyzing shape data. © 2012 Elsevier Ltd.","Geometric morphometrics; Hafting; Landmarks; Paleoindian; Symmetry; Typology","archaeology; artifact; geometry; morphometry; symmetry; typology; Florida [United States]; United States",,,Article,"Final",,Scopus,2-s2.0-84857117297
"Adams D.C., Collyer M.L.","7404054540;57074630100;","Analysis of character divergence along environmental gradients and other covariates",2007,"Evolution","61","3",,"510","515",,67,"10.1111/j.1558-5646.2007.00063.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846967066&doi=10.1111%2fj.1558-5646.2007.00063.x&partnerID=40&md5=59478169a63b205256cd7e0f763844d2","Character displacement is typically identified by comparing phenotypic differences in sympatry and allopatry. Recently, however, Goldberg and Lande (2006) pointed out that when phenotypic characters vary along an environmental gradient, the standard approach may fail to identify sympatric character divergence. Here we present a general analytical procedure for identifying sympatric character divergence while accounting for phenotypic changes that covary with environmental variables. Our approach uses residual randomization from a generalized linear model, and allows the statistical comparison of sympatric phenotypic divergence to allopatric phenotypic divergence while accounting for phenotypic variation along a gradient. Through simulation we demonstrate that our approach correctly identifies patterns of sympatric character divergence when they are present, and does not identify such patterns when they are not. Our analytical approach complements and extends the suggestions of Goldberg and Lande (2006), by allowing a full statistical assessment of the varied patterns of character displacement along environmental gradients, or while accounting for other covariates and sources of variation. © 2007 The Author(s).","Character displacement; Environmental gradient; Generalized linear model; Phenotypic change; Residual randomization","allopatry; divergence; environmental gradient; phenotypic plasticity; sympatry; adaptation; article; biological model; environment; phenotype; statistical model; Adaptation, Physiological; Environment; Linear Models; Models, Biological; Phenotype",,,Article,"Final",,Scopus,2-s2.0-33846967066
"Iovita R.","6506567945;","Shape variation in aterian tanged tools and the origins of projectile technology: A morphometric perspective on stone tool function",2011,"PLoS ONE","6","12", e29029,"","",,66,"10.1371/journal.pone.0029029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84455192786&doi=10.1371%2fjournal.pone.0029029&partnerID=40&md5=851ce970229d089e017d89215d2cb4f1","Background: Recent findings suggest that the North African Middle Stone Age technocomplex known as the Aterian is both much older than previously assumed, and certainly associated with fossils exhibiting anatomically modern human morphology and behavior. The Aterian is defined by the presence of 'tanged' or 'stemmed' tools, which have been widely assumed to be among the earliest projectile weapon tips. The present study systematically investigates morphological variation in a large sample of Aterian tools to test the hypothesis that these tools were hafted and/or used as projectile weapons. Methodology/Principal Findings: Both classical morphometrics and Elliptical Fourier Analysis of tool outlines are used to show that the shape variation in the sample exhibits size-dependent patterns consistent with a reduction of the tools from the tip down, with the tang remaining intact. Additionally, the process of reduction led to increasing side-to-side asymmetries as the tools got smaller. Finally, a comparison of shape-change trajectories between Aterian tools and Late Paleolithic arrowheads from the North German site of Stellmoor reveal significant differences in terms of the amount and location of the variation. Conclusions/Significance: The patterns of size-dependent shape variation strongly support the functional hypothesis of Aterian tools as hafted knives or scrapers with alternating active edges, rather than as weapon tips. Nevertheless, the same morphological patterns are interpreted as one of the earliest evidences for a hafting modification, and for the successful combination of different raw materials (haft and stone tip) into one implement, in itself an important achievement in the evolution of hominin technologies. © 2011 Radu Iovita.",,"article; elliptical Fourier analysis; fossil hominin; Fourier analysis; materials; morphometrics; Paleolithic; projectile weapon; Stone Age; tool use; weapon; weight, mass and size; archeology; devices; human; Archaeology; Equipment and Supplies; Fourier Analysis; Humans",,,Article,"Final",Open Access,Scopus,2-s2.0-84455192786
"Collyer M.L., Adams D.C.","57074630100;7404054540;","Phenotypic trajectory analysis: Comparison of shape change patterns in evolution and ecology",2013,"Hystrix","24","1",,"","",,62,"10.4404/hystrix-24.1-6298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877591004&doi=10.4404%2fhystrix-24.1-6298&partnerID=40&md5=b620d5bf0be6cf98de8176da7feaceef","Research using shape data from geometric morphometric (GM) methods in ecology and evolutionary biology is typically comparative, analyzing shapes and shape change over different points along ecological or evolutionary gradients. Whereas standard multivariate statistics procedures are fine for ""static"" variation - testing for location differences of groups in multivariate data spaces - they are limited for ""dynamic"" variation - testing specific differences in the ways groups change locations associated with changes in state along ecological, developmental or evolutionary gradients. In this paper, we show that continuous phenotypic change can be described by trajectories in multivariate data spaces. We describe the geometric attributes of phenotypic change trajectories (size, direction, and shape), specifically for GM data. We illustrate, with examples, how differences in such attributes can function as test statistics for comparative analyses in order to understand the mechanisms that produce dynamic differences in shape change. We demonstrate that analysis of such attributes - called phenotypic trajectory analysis (PTA) - is a general analysis that can be applied to various types of research questions concerned with measuring dynamic variation. Finally, we posit some challenges for the future for this novel analytical method. © 2013 Associazione Teriologica Italiana.","Multi-state phenotypic change; Phenotypic trajectory analysis; Procrustes",,,,Article,"Final",,Scopus,2-s2.0-84877591004
"Costin C.L.","","Craft production",2005,"Handbook of Archaeological Methods",,,,"1034","1107",,58,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-43849089905
"Kenoyer J.M., Vidale M., Bhan K.K.","6602763327;12808981200;6506664884;","Contemporary stone beadmaking in Khambhat, India: Patterns of craft specialization and organization of production as reflected in the archaeological record",1991,"World Archaeology","23","1",,"44","63",,56,"10.1080/00438243.1991.9980158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935503619&doi=10.1080%2f00438243.1991.9980158&partnerID=40&md5=9a016be3f2f6245af3e01a352e07dd1b","Archaeologists studying early urban societies have long used the concept of craft specialization as an important indicator of social stratification, centralized control of production and indirectly, state level organization. However, new interpretive models need to be developed in order to understand socio‐economic developments in the prehistoric period. The stone beadmaking industry of Khambhat, India, provides a modern example of a traditional specialized craft that is practised by different communities within a highly stratified society. Furthermore, there is a considerable degree of centralized control in production and various levels of state control are present. Preliminary results of the ethnoarchaeological and experimental studies of the stone bead industry in Khambhat are used to examine the concept of craft specialization and to suggest new ways of applying this concept to prehistoric studies. © 1991 Taylor & Francis Group, LLC.",,,"National Science Foundation

Smithsonian Institution","We would like to thank the many artisans and merchants of Khambhat for taking the time to show us their ancient craft. The Khambhat Project has been jointly directed by Dr J. Mark Kenoyer (University of Wisconsin, Madison, USA.) with Dr Kuldeep K. Bhan (Maharaja Sayajirao University, Baroda, India) and Dr Massimo Vidale (Istituto Italiano per il Medio ed Estremo Oriente (IsMEO), Rome, Italy). Special thanks go to Dr K. T. M. Hegde, Chairman of the Maharaja Sayajirao University, Baroda, for providing laboratory facilities and advice. Several students were involved in various stages of the project, from field-research to analysis of the samples: Seetha Reddy, Paul Robbins and Lisa Ferin (University of Wisconsin, Madison), Alessandro Vanzetti (University of Rome, Italy) and ítalo Bettinardi (University of Padua, Italy). We would also like to thank Dr A. Khazanov, Heather Miller, Bill Belcher and Lisa Ferin for comments and suggestions on the paper itself. The field-research has been supported primarily by a grant to J. M. Kenoyer from the Smithsonian Institution, supplemented by a National Science Foundation, Presidential Young Investigator Award. K. K. Bhan has been supported through the Department of Archaeology and Ancient History, Maharaja Sayajirao University, Baroda, and M. Vidale through a grant from the IsMEO, Rome.",Article,"Final",,Scopus,2-s2.0-84935503619
"Sherratt E., Gower D.J., Klingenberg C.P., Wilkinson M.","56215954900;7007099067;7004588456;7401696089;","Evolution of Cranial Shape in Caecilians (Amphibia: Gymnophiona)",2014,"Evolutionary Biology","41","4",,"528","545",,48,"10.1007/s11692-014-9287-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939894501&doi=10.1007%2fs11692-014-9287-2&partnerID=40&md5=5b1614ba913bf5bb6803916c412f5653","Insights into morphological diversification can be obtained from the ways the species of a clade occupy morphospace. Projecting a phylogeny into morphospace provides estimates of evolutionary trajectories as lineages diversified information that can be used to infer the dynamics of evolutionary processes that produced patterns of morphospace occupation. We present here a large-scale investigation into evolution of morphological variation in the skull of caecilian amphibians, a major clade of vertebrates. Because caecilians are limbless, predominantly fossorial animals, diversification of their skull has occurred within a framework imposed by the functional demands of head-first burrowing. We examined cranial shape in 141 species, over half of known species, using X-ray computed tomography and geometric morphometrics. Mapping an existing phylogeny into the cranial morphospace to estimate the history of morphological change (phylomorphospace), we find a striking pattern: most species occupy distinct clusters in cranial morphospace that closely correspond to the main caecilian clades, and each cluster is separated by unoccupied morphospace. The empty spaces in shape space are unlikely to be caused entirely by extinction or incomplete sampling. The main caecilian clades have different amounts of morphological disparity, but neither clade age nor number of species account for this variation. Cranial shape variation is clearly linked to phyletic divergence, but there is also homoplasy, which is attributed to extrinsic factors associated with head-first digging: features of caecilian crania that have been previously argued to correlate with differential microhabitat use and burrowing ability, such as subterminal and terminal mouths, degree of temporal fenestration (stegokrotaphy/zygokrotaphy), and eyes covered by bone, have evolved and many combinations occur in modern species. We find evidence of morphological convergence in cranial shape, among species that have eyes covered by bone, resulting in a narrow bullet-shaped head. These results reveal a complex history, including early expansion of morphospace and both divergent and convergent evolution resulting in the diversity we observe today. © 2014, Springer Science+Business Media New York.","Caecilian; Geometric morphometrics; Macroevolution; Micro computed tomography; Tempo and mode",,"National Eye Research Centre, NERC: NE/F009011/1","Acknowledgments We thank R. Abel and S. Walsh for providing training and support to E.S. on the Natural History Museum X-ray computed tomography scanner. We are grateful to P. Withers and C. Martin for access to resources in the Henry Mosley HRXCT Facility, Manchester, and to D. San Mauro, S. D. Biju and R. G. Kamei for important practical assistance. E.S. thanks L. Monteiro, T.J. Sanger, H. Maddin, B. Sidlauskas, T. Stayton and D.C. Adams for helpful discussion and critique of the study, as well as the reviewers for their helpful comments. We thank the many researchers, curators, institutions and authorities (too numerous to mention individually) who have facilitated the collection of or access to caecilian specimens without which this project would not have been possible. E.S. was funded by NERC CASE Studentship NE/F009011/1.",Article,"Final",,Scopus,2-s2.0-84939894501
"Buchanan B., Collard M., Hamilton M.J., O'Brien M.J.","11241802300;7102608373;8578778600;36128081000;","Points and prey: A quantitative test of the hypothesis that prey size influences early Paleoindian projectile point form",2011,"Journal of Archaeological Science","38","4",,"852","864",,47,"10.1016/j.jas.2010.11.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251608170&doi=10.1016%2fj.jas.2010.11.007&partnerID=40&md5=01a9a6a4719b7a1d1b261b23ddf5df42","Understanding the causes of variation within and between projectile point types is an important task for Paleoindian archaeologists since they rely heavily on points to investigate such things as settlement dynamics and hunting practices. One long-held explanation for the variation in early Paleoindian point form is that prey size influenced the size and shape of projectile points. The study reported here evaluated this hypothesis with standard and geometric morphometric data recorded on Clovis and Folsom points from the Southern Plains and Southwest that are associated with mammoth or bison remains. Points used to hunt mammoth were found to be larger and of a different shape than points used to hunt bison, which supports the hypothesis. However, when both point type and prey size were taken into account, the results ran counter to predictions. Potential explanations for this discrepancy are discussed. © 2010 Elsevier Ltd.","Bison; Clovis; Folsom; Geometric morphometrics; Mammoth; Projectile points","archaeology; mammoth; morphometry; prey size; quantitative analysis; skeletal remains; Clovis [New Mexico]; New Mexico; United States; Bison","Irish Research Council for the Humanities and Social Sciences, IRCHSS

National Science Foundation, NSF

British Columbia Knowledge Development Fund, BCKDF

Canada Foundation for Innovation, CFI

Simon Fraser University, SFU

University of Missouri, MU

Rockefeller Foundation

Canada Research Chairs","We thank Laura Nightengale, head of collections at the Texas Archeological Research Laboratory, University of Texas at Austin, for her help in locating and photographing points from the Blackwater Draw collection. We also thank Leland Bement of the Oklahoma Archeological Survey for photographs and discussions concerning the assemblages at the Jake Bluff and Cooper sites. In addition, we thank Eastern New Mexico University for access to portions of the Blackwater Draw assemblage, the Museum of the Great Plains for access to the Domebo assemblage, the University of Arizona and the Arizona State Museum for access to the Murray Springs and Lehner assemblages, and the Panhandle–Plains Historical Museum for access to the Lake Theo assemblage. BB and MJO are supported by the University of Missouri . MC’s work on the study was supported by the Social Sciences and Humanities Research Council , the Canada Research Chairs Program , the Canada Foundation for Innovation , the British Columbia Knowledge Development Fund , and Simon Fraser University . MJH is supported by the Rockefeller Foundation and the National Science Foundation .",Article,"Final",,Scopus,2-s2.0-79251608170
"Kendall D.G.","","The statistics of shape",1981,"Interpreting Multivariate Data",,,,"75","80",,45,,,[No abstract available],,,,,,,,Scopus,2-s2.0-0002761615
