Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Access Type,Source,EID
"Perino G.","","The Dan Holdeman Site (41RR11), Red River County, Texas",1995,"Journal of Northeast Texas Archaeology","6",,,"3","65",,11,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-8344239421
"Webb C.H., Dodd Jr. M.","","Further excavations of the gahagan mound site",1939,"Bulletin of the Texas Archaeological and Paleontological Society","11",,,"92","126",,11,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-70450092230
"Gonzalez B., Cast R., Perttula T.K., Nelson B.","",[No title available],2005,"A Rediscovering of Caddo Heritage: The W.T. Scott Collection At the American Museum of Natural History and Other Caddo Collections From Arkansas and Louisiana",,,,"","",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-77952969905
"Early A.M.","","Prehistory of the Western Interior After 500 bc",2004,"Handbook of the North American Indian","14",,,"560","573",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959922141
"Bruseth J.E.","","The Development of Caddoan Polities along the Middle Red River Valley of Eastern Texas and Oklahoma",1998,"Texas Archeological Research Laboratory, Studies in Archeology","30",,,"47","68",,7,,,[No abstract available],,,,,,,Scopus,2-s2.0-8344256303
"Early A.M.","",[No title available],1988,"Standridge: Caddoan Settlement in a Mountain Environment",,,,"","",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-1542395177
"Wedel M.M.","",[No title available],1978,"La Harpe's 1719 Post on Red River and Nearby Caddo Settlements",,,,"","",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-31344463159
"Skinner S.A., Harris R.K., Anderson K.M.","",[No title available],1969,"Archaeological Investigations at the Sam Kaufman Site, Red River County, Texas",,,,"","",,7,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-33748365958
"Townsend R.F., Walker C.P.","","The ancient art of Caddo ceramics",2004,"Hero, Hawk, and Open Hand",,,,"231","245",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-77952964830
"Emerson T.E., Girard J.S.","7005375457;7403150684;","Dating Gahagan and its implications for understanding Cahokia-Caddo interactions",2004,"Southeastern Archaeology","23","1",,"57","64",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4344565691&partnerID=40&md5=c487d240727abc535743ccf5e88f1b08","The Gahagan site (16RR1) in northwestern Louisiana is an Early Caddo mound center justly famed for the rich prehistoric tombs excavated there by early archaeologists. The recovered objects included two examples of twelfthcentury Cahokia-style figure pipes crafted from CBP Missouri flint clay. These two specimens represent a rare example of the in situ recovery of Cahokia figures in the Trans-Mississippi South. In an effort to more precisely determine when the flint clay figures were interred, three AMS samples were run on associated wood and leather objects. The weighted mean of these dates yielded a two-sigma range of cal A.D. 1021 to 1160. This is the first evidence demonstrating that Cahokia-style flint clay effigies were moving into the Caddo area during Cahokia's early Stirling phase (A.D. 1100-1150). This analysis adds to the growing body of evidence suggesting early interaction between the Cahokia and Caddo centers.",,"archaeological evidence",,Article,"Final",,Scopus,2-s2.0-4344565691
"Weinstein R.A., Kelley D.H., Saunders J.W.","24330189400;56113319000;7402341437;","The Louisiana and Arkansas expeditions of Clarence Bloomfield Moore",2003,"The Louisiana and Arkansas Expeditions of Clarence Bloomfield Moore",,,,"1","748",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898523119&partnerID=40&md5=548999be1ea8a6ef033701b7ed6e25ae","The ninth and final volume in the C.B. Moore reprint series that covers archaeological discoveries along North American Waterways. Clarence B. Moore (1852-1936), a wealthy Philadelphia socialite, paper company heir, and photographer, made the archaeology of the Southeast his passion. Beginning in the 1870s, Moore systematically explored prehistoric sites along the major waterways of the region, from the Ohio River south to Florida and as far west as Texas, publishing his findings, at his own expense, with the Academy of Natural Sciences of Philadelphia. This volume, the final in a series of nine, includes Moore's investigations along waterways of Arkansas and Louisiana-the Ouachita, Red, Saline, Black, Tensas, and Atchafalaya Rivers-in three complete field sessions ending in 1909, 1912, and 1913. He located and mapped more than 185 mounds and cemeteries. Artifacts recovered in this territory, such as ceramic effigy pots, earthenware pipes, arrowheads, celts, and projectile points, include some of the most important ones discovered by Moore in his 47 years of excavating. Included in this volume is a CD containing the 69 color illustrations from all the original expedition volumes. The elaborate earthwork of Poverty Point, located in West Carroll Parish, Louisiana, is perhaps the most remarkable archaeological site presented in the volume. In some cases, Moore documented sites along the tributaries that have since been destroyed by river action or looters. In other cases, the National Register of Historic Sites and concerned landowners in Arkansas and Louisiana have preserved the record of aboriginal peoples and their life ways that was first illuminated by Moore's sophisticated study. © 2003 by The University of Alabama Press. All rights reserved.",,,,Book,"Final",,Scopus,2-s2.0-84898523119
"Kay M.","","Late Caddo Subtractive Technology in the Red River Basin",1984,"Cedar Grove: An Interdisciplinary Investigation of a Late Caddo Farmstead in the Red River Valley","23",,,"174","206",,6,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-1542500064
"Perttula T.K.","","The Archeology of the Roitsch Site (41RR16), an Early to Historic Caddo Period Village on the Red River in Northeast Texas",2008,"Collected Papers from Past Texas Archeological Society Summer Field Schools",,,,"313","628",,5,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959918281
"King A.","37018942800;","The southeastern ceremonial complex: From cult to complex",2007,"Southeastern Ceremonial Complex: Chronology' Content' Contest",,,,"1","14",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952740768&partnerID=40&md5=929ef390839ae663d08908fd977a542d","It is now 23 years since the Cottonlandia Conference brought together a collection of notable scholars to review current perspectives on that most venerable of concepts in the southeastern United States' the Southern Cult (Galloway' ed. 1989). The concept' which has its roots in the intensely productive decade of the 1930s' has a history that is both as long as and fundamentally tied to yet another venerable concept in southeastern archaeology: Mississippian. In 1984' as it is today' it was clear that our understanding of the objects' themes' and artistic styles associated with the Southeastern Ceremonial Complex (SECC) has changed a great deal' and it is equally clear that this complex is much more complex than once thought. Since the publishing of The Southeastern Ceremonial Complex: Artifacts and Analysis' new primary data have come to light that bear directly on the complex' and new theoretical approaches have continued to ask us to view it in new ways. Also in that time' Jeffrey P. Brain and Philip Phillips (1996) published a major work on engraved shell gorget styles' which has reignited many debates about the dating and nature of the SECC and reinvigorated studies of the complex. Given the circumstances' the contributors to this volume saw that the time was right to bring together and present these new data and perspectives on the SECC. The purpose here is not to present a single' unified conception of the SECC but rather to present new data and new ideas on the temporal and social contexts of the objects' artistic styles' and symbolic themes included in the complex. In fact' it will become clear that there is no single' unified perspective on the meaning' function' or content of the SECC precisely because the SECC was not a single' monolithic ceremonial complex' artistic tradition' or belief system. Despite this' for simplicity's sake I will continue to refer to this complex as the Southeastern Ceremonial Complex or SECC. The purpose of this chapter is to create a context for the contributions that follow by briefl y reviewing the development of our conceptions of the SECC and the research that it has engendered. I organize this review around a series of publications that I consider to be watershed contributions in the history of the SECC. The reader is referred to Brown (2001a)' Brown and Kelly (2000)' Galloway (1989)' and Williams (1968) for other fine reviews of the development of the SECC. Copyright © 2007 The University of Alabama Press. All rights reserved.",,,,Book Chapter,"Final",,Scopus,2-s2.0-77952740768
"Rogers R., Perttula T.K.","",[No title available],2004,"The Oak Hill Village Site (41RK214), Rusk County, Texas",,,,"","",,5,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-31344432057
"Perttula T.K., Hawley M.F., Scott F.W.","6508386711;8455167100;24547960300;","Caddo trade ceramics",2001,"Southeastern Archaeology","20","2",,"154","172",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-8344238359&partnerID=40&md5=6c0e0061aa8fbdba004e86dba68a2fdb","Recent archaeological investigations of five Lower Walnut focus sites (AD 1400-1720) in south-central Kansas recovered sherds from vessels manufactured by prehistoric Caddo Indians living in northeast Texas, more than 250 miles to the south. Instrumental neutron activation analysis, petrographic analysis, and stylistic analysis of these sherds indicates periodic contacts between Lower Walnut focus Wichita peoples and the McCurtain and Titus phase Caddo peoples.",,,,Article,"Final",,Scopus,2-s2.0-8344238359
"Perttula T.K.","","Archaeological Evidence for the Long-Distance Exchange of Caddo Indian Ceramics in the Southern Plains, Midwest, and Southeastern United States",2002,"Geochemical Evidence for Long-Distance Exchange",,,,"89","107",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959958559
"Corbin J.E., Hart J.P.","","Thelite: A middle Caddo Mound complex in South Central East Texas",1998,"Bulletin of the Texas Archeological Society","69",,,"47","78",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-43749099073
"Webb C.H.","","The bellevue focus: A marksville-troyville manifestation in northwestern louisiana",1984,"Louisiana Archaeology","9",,,"251","274",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79960024014
"Bohannon C.F.","",[No title available],1973,"Excavations At the Mineral Springs Site, Howard County, Arkansas",,,,"","",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-77952986274
"Williams S.","","The aboriginal location of the kadohadacho and related tribes",1964,"Explorations in Cultural Anthropology",,,,"545","570",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79960012452
"Harris R.K.","","The sam kaufman site, red river county, Texas",1953,"Bulletin of the Texas Archeological Society","24",,,"43","68",,4,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79960028545
"Todd J.","","Insect effigy pendants",2001,"Caddoan Archeology","11","4",,"25","28",,3,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-77952968462
"Hunter D.G.","","Miscellaneous artifacts",1997,"Two Caddoan Farmsteads In the Red River Valley: The Archeology of The McLelland and Joe Clark Sites. Research Series","51",,,"85","96",,3,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-77952979406
"Nelson B., Turner M.","","Middle caddoan sites in the cypress creek drainage basin",1997,"Journal of Northeast Texas Archaeology","10",,,"1","11",,3,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959988197
"Jurney David H., Young W.","","Southwestern pottery and turquoise in northeastern Texas",1995,"Caddoan Archeology Newsletter","6","2",,"15","28",,3,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959948018
"Jackson A.T.","","Ornaments of the East Texas Indians",1935,"Bulletin of The Texas Archeological and Paleontological Society","7",,,"11","28",,3,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-77953008312
"Hart John P., Perttula T.K.","","The Washington square mound site and a southeastern ceremonial complex style zone among the caddo of northeastern Texas",2010,"Midcontinental Journal of Archaeology","35","2",,"199","228",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79960018867
[No author name available],[No author id available],"National Atlas of the United States",2009,"National Atlas of the United States",,,,"","",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959929351
"Job J.L.","26433488000;","Sourisford salamanders: Renewal iconography of the Devils Lake-Sourisford ceramic complex",2009,"Plains Anthropologist","54","209",,"75","82",,2,"10.1179/pan.2009.54.209.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-64549139625&doi=10.1179%2fpan.2009.54.209.006&partnerID=40&md5=e7dac22b217c3c43cb785743f8889e5e","This paper explores the salamander iconography depicted on ceramics of the Late Prehistoric Devils Lake-Sourisford burial complex of North Dakota and south central Canada, the possibility of an ideological relationship between the behavior of the salamander common to the northeastern Plains, and Native American belief systems that may be discerned. Previous work on the ceramics of the complex is largely limited to issues of form and function, ignoring the probability of a symbolic value placed upon the salamander motif. Research into the life cycle and behavior of the gray tiger salamander (Ambystoma tigrinum diaboli) suggests a connection between the physical depiction of the salamander and the spiritual belief system of its creators, particularly to beliefs of spiritual and physical renewal.","Ceramics; Devils Lake-Sourisford; Ideology; Late Prehistoric; Salamander",,,Article,"Final",,Scopus,2-s2.0-64549139625
"Gonzalez B.","","Caddo tribal religious burial ceremonies beyond archeology",2005,"A Rediscovering of Caddo Heritage: The W.T. Scott Collection At the American Museum of Natural History and Other Caddo Collections From Arkansas and Louisiana",,,,"55","59",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-77952978056
"Perttula T.K., Nelson B., Dering J.P., Schniebs L.A., Turner Jr. R.L., Walters M., Wilson D.E.","",[No title available],2004,"Archeological Investigations at the Shelby Site (41CP71) on Greasy Creek, Camp County, Texas",,,,"","",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959944444
"Kenmotsu Nancy A.","","Salt well slough",2001,"Bulletin of the Texas Archeological Society","72",,,"213","222",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959975484
"Mitchell Sharon A.","","Data Salvage Project: Greasy Creek Study",2000,"Data Salvage Project: Greasy Creek Study",,,,"","",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959985687
"Turner Robert L.","","Observations on four probable middle caddo cemeteries in camp and upshur counties",1997,"Journal of Northeast Texas Archaeology","10",,,"12","35",,2,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959946796
[No author name available],[No author id available],[No title available],2006,"Investigations at the Salt Well Slough Site (41RR204), A Salt Making Site in Red River County, Texas",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79960024613
[No author name available],[No author id available],"Some southwestern influences in the southeastern ceremonial complex",2006,"Arkansas Archeologist Bulletin of the Arkansas Archeological Society","45",,,"1","25",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959971376
"Girard Jeffrey S.","",[No title available],2006,"Regional Archaeology Program, Management Unit 1, Seventeenth Annual Report",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959927575
[No author name available],[No author id available],"The Lake Clear (41SM243) Site and Crotalus horridus atiicaudatus",2006,"Caddo Archeology Journal","15",,,"5","40",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959919492
"Walters M.","","The langford Site (41SM197), smith county, Texas",1997,"Journal of Northeast Texas Archaeology","9",,,"38","41",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959986799
"Peter T.J.","",[No title available],1990,"Archeology of the Cypress Creek Drainage Basin, Northeast Texas and Northwestern Louisiana",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79959981536
"Hart John P.","",[No title available],1982,"An Analysis of the Aboriginal Ceramics from the Washington Square Mound Site, Nacogdoches County",,,,"","",,1,,,[No abstract available],,,,,"Final",,Scopus,2-s2.0-79960005979
