Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Document Type,Publication Stage,Access Type,Source,EID
"Michczyńska D.J., Pazdur A.","6505949650;7004080543;","Shape analysis of cumulative probability density function of radiocarbon dates set in the study of climate change in the Late Glacial and Holocene",2004,"Radiocarbon","46","2",,"733","744",,56,"10.1017/S0033822200035773","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644302177&doi=10.1017%2fS0033822200035773&partnerID=40&md5=7f7fe8f7d4457968ec64580f9f1f6feb","We report on a statistical analysis of a large set of radiocarbon dates for reconstruction of pateoclimate. Probability density functions were constructed by summing the probability distributions of individual 14C dates. Our analysis was based on 2 assumptions: 1) The amount of organic matter in sediments depends on paleogeographical conditions; 2) The number of 14C-dated samples is proportional to the amount of organic matter deposited in sediments in the examined time intervals. We quantified how many dates are required to give statistically reliable results. As an example, 785 peat dates from Poland were selected. The dates encompassed the Holocene and Late Glacial period. All dates came from the Gliwice Radiocarbon Laboratory. Results were compared with other paleoenvironmental records. Detailed analysis of the frequency distributions showed that preferential sampling plays an important part in the shape determination. The general rule to take samples from locations where visible changes of sedimentation are apparent (e.g. from the top and the bottom of the peat layer) results in narrow peaks in the probability density function near the limits of the Holocene subdivision.",,"carbon 14; organic matter; Holocene; late glacial; organic matter; paleoclimate; peat; radiocarbon dating; sampling bias; statistical analysis; article; climate change; density; Holocene; paleoclimate; paleoenvironment; Poland; probability; sediment; statistical analysis",,,Article,"Final",Open Access,Scopus,2-s2.0-4644302177
"Faught M.K.","12804937200;","Archaeological roots of human diversity in the new world: A compilation of accurate and precise radiocarbon ages from earliest sites",2008,"American Antiquity","73","4",,"670","698",,54,"10.1017/S0002731600047351","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049168717&doi=10.1017%2fS0002731600047351&partnerID=40&md5=1164fc5c66ab6b9fe1b2f492409f40a2","A compilation of 63 stratigraphic situations with evidence for human presence and two or more radiocarbon ages older than 10,500 B.P. has been processed to increase the accuracy and precision of the estimated ages and to compare their distributions at hemispheric scale. The compilation was developed to perceive patterns of population expansion and to plot early sites in their temporal and geographic order. The use of radiocarbon dates as data, criteria for inclusion in the compilation, the statistical processing methods used, and effects of controlling for precision and accuracy are described. The results indicate three earliest mean ages with great distance from each other in North and South America by 12,000 B. P., slightly later mean ages in Alaska, and the abrupt occurrence of Fluted and Fishtail Point sites at the beginning of the Younger Dryas climatic reversal (YD). One interpretation of these data is that there were different colonizing groups settling into different parts of the hemisphere in near-contemporaneity. Another is that Fluted and Fishtail Point sites may represent population relocations due to YD related ecological disturbances at the shorelines of those times. Corollary to the conclusions of early population diversity is the possibility of landfalls of people from areas other than Beringia in the late Pleistocene. Copyright © 2008 by the Society for American Archaeology.",,,,,Article,"Final",,Scopus,2-s2.0-57049168717
"Zeidler J.A., Buck C.E., Litton C.D.","","Integration of archaeological phase information and radiocarbon results from the Jama River Valley, Ecuador: A Bayesian approach",1998,"Latin American Antiquity","9","2",,"160","179",,47,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-0010186976
"Buck C.E., Higham T.F.G., Lowe D.J.","7102927862;7003799879;24326370800;","Bayesian tools for tephrochronology",2003,"Holocene","13","5",,"639","647",,42,"10.1191/0959683603hl652ft","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141457982&doi=10.1191%2f0959683603hl652ft&partnerID=40&md5=5ff4ae9a7c4daccbd45ec464d4add6f0","It is suggested that Bayesian statistical methods for radiocarbon data interpretation, already widely used in archaeology, also have potential to improve the dating of tephra layers and hence enhance their use for tephrochronology. By re-analysing data from a recently published paper in which the authors sought to identify the calendar date of the eruption of fourteenth-century AD Kaharoa Tephra, a key marker in New Zealand prehistory, it is shown that Bayesian methods can be used to draw together a coherent collection of radiocarbon data, undertake formal outlier detection, and include prior information. Regardless of the calibration curve adopted, the distribution of likely dates for the Kaharoa eruption is multimodal. By including prior information from wiggle-matched dendrochronology, the uncertainty on the estimate of the calendar date is reduced from a range of about 100 years to about 25 years (i.e., 648-623 cal. BP, with modes at 638 and 632 cal. BP). Using sensitivity analysis, however, it is shown that such estimates are affected by the quality and nature of the prior information available. As a result, we urge tephrochronologists to seek fastidiously both high-quality radiocarbon data and reliable stratigraphic sequences that might inform future geochronological model building.","Archaeology; Bayesian statistics; Geochronology; Holocene; Kaharoa Tephra; New Zealand; Radiocarbon dating; Tephrochronology","Bayesian analysis; Holocene; radiocarbon dating; sensitivity analysis; tephrochronology",,,Article,"Final",,Scopus,2-s2.0-0141457982
"Krieger A.D.","",[No title available],1946,"Culture Complexes and Chronology in Northern Texas",,,,"","",,35,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-0039082195
"Story D.A.","","Cultural history of the native Americans",1990,"The Archeology and Bioarcheology of the Gulf Coastal Plain","1",,,"163","366",,24,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-0346585815
"Gearey B.R., Marshall P., Hamilton D.","57194075545;57191071217;25626279800;","Correlating archaeological and palaeoenvironmental records using a Bayesian approach: a case study from Sutton Common, South Yorkshire, England",2009,"Journal of Archaeological Science","36","7",,"1477","1487",,19,"10.1016/j.jas.2009.03.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349230572&doi=10.1016%2fj.jas.2009.03.003&partnerID=40&md5=4133a84ba63278b32ac51b761f559f55","This paper presents a case study aimed at correlating archaeological 'events' (obtained from radiocarbon measurements and dendrochronology) from the site of Sutton Common with a radiocarbon-dated pollen sequence obtained from a palaeochannel deposit adjacent to the area of the main archaeological activity. It demonstrates the use of a Bayesian approach to quantifying whether the timing of palynological 'events' interpreted as reflecting anthropogenic impacts are likely to be associated with archaeological 'events'. The results suggest that Bronze Age activity in the form of a mortuary enclosure and associated cremation burials are probably not contemporary with the palynological evidence for disturbance to the oak-hazel woodland in this period. Subsequent evidence for local woodland clearance and agriculture is estimated to precede the construction of the large Iron Age enclosure in 372 BC, with increases in 'anthropogenic indicators' following this 'event'. The construction of the site does not appear to have had a pronounced impact on the local vegetation, with hazel the only woody taxon to show clear reductions. Despite the use of a substantial number of oak timbers in the enclosure palisade, percentages of oak remain remarkably stable. Later farming activity on the site probably post-dates the end of activity in the enclosures. The value of the methodology is discussed in relation to quantifiable and robust correlations of archaeological and palaeoenvironmental narratives of landscape and human activity. © 2009 Elsevier Ltd. All rights reserved.","Archaeological chronologies; Bayesian approach; Human activity; Pollen analysis","anthropogenic effect; archaeological evidence; Bayesian analysis; Bronze Age; dendrochronology; human activity; Iron Age; paleochannel; paleoenvironment; palynology; radiocarbon dating; stratigraphic correlation; England; Eurasia; Europe; South Yorkshire; United Kingdom; Western Europe; Corylus americana",,,Article,"Final",,Scopus,2-s2.0-67349230572
"Schambach F.F.","","The archeology of the Great Bend Region in Arkansas",1982,"Contributions to the Archeology of the Great Bend Region",,,,"1","11",,13,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-2842510806
"Perttula T.K.","6508386711;","The prehistoric and caddoan archeology of the Northeastern Texas Pineywoods",2004,"Prehistory of Texas",,,,"370","407",,12,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43749114590&partnerID=40&md5=8641911be2801578a568699a75755ba7","Since the 1950s, a great deal has been learned by a dedicated group of avocational and professional archeologists about the prehistory of this part of northeastern Texas, particularly regarding the last one thousand to two thousand years, when the ancestors of the Caddo Tribe of Oklahoma are known to have settled in the area and thrived (Carter 1995; F. Smith 1995). The knowledge gained about the native American past in the region, about the challenges faced during times of prehistoric cultural change, and during the wrenching episode (still ongoing) of contact and interaction between the Caddo peoples and European and Anglo- American colonizers and settlers (Perttula 1998b) helps to make ""native history"" an integral part of-rather than a footnote to-the ongoing study of Texas' cultural heritage. While there is every reason to think that our knowledge of northeastern Texas prehistory will continue to grow by leaps and bounds, there are tremendous research and preservation challenges ahead for each prehistoric era. On a mundane level, it is important that we continually cast a critical and discerning eye at our research priorities for prehistoric and Caddoan archeological sites, the value of our methodological approaches, and the worth of our cultural resource management planning documents. From the innovative use of these tools come the new perspectives and conceptions that lead to a broader understanding of the past. Changes in research strategies are critical, but in northeastern Texas they are, unfortunately, only part of the archeological story. Of the utmost concern for the long-term protection and preservation of the region's priceless archeological heritage is dealing directly with the unabated looting and vandalism of prehistoric Caddo villages and cemeteries-on private as well as state and federal lands (Perttula and Nelson 1999). The archeological landscape is pitted and pocked with the looter's holes and backdirt piles. Many of the most important archeological sites in the region have been irretrievably damaged and destroyed, and it is questionable that the looting frenzy can be quelled even should an unmarked burial protection bill ever be made law in Texas; the situation is not much better in Arkansas, Louisiana, or Oklahoma. The cultural patrimony of the Caddo peoples is being taken from them, with almost no hand being lifted to help protect these significant cultural treasures. This challenge is our greatest in the years ahead: to find a way, in concert with the Caddo people, to protect and preserve this cultural legacy: ""In 1541 when the Spaniards arrived, every place in the Caddo country had, of course, a Caddo name but almost all of those names are gone now, like the people who bestowed them"" (Schambach 1993, 7). Copyright © 2004 by Timothy K. Perttula. All rights reserved.",,,,,Book Chapter,"Final",,Scopus,2-s2.0-43749114590
"Perttula T.K., Rogers R.","6508386711;7403531026;","The evolution of a Caddo community in northeastern Texas: The Oak Hill Village site (41RK214), rusk county, texas",2007,"American Antiquity","72","1",,"71","94",,11,"10.2307/40035299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847720945&doi=10.2307%2f40035299&partnerID=40&md5=82b5a66fc567ae43621257a8ff9d45f4","The Oak Hill Village (41RK214) in northeastern Texas is a prehistoric (ca. A.D. 1150-1450) Caddo settlement that was completely excavated in the mid-1990s prior to lignite mining activities. Analysis of the architectural remains, key calibrated radiocarbon dates, and changes in ceramic decorations, indicates that the village evolved as three temporally and spatially different communities composed of a number of separate households. Emerging in the latter two communities were important social institutions (a plaza, an earthen mound, and specialized structures with extended entranceways) that bound this singular Caddo community together for approximately 150-200 years (ca. A.D. 1250-1450). Copyright © 2007 by the Society for American Archaeology.",,,,,Article,"Final",,Scopus,2-s2.0-33847720945
"Brown J.A., Bell R.E., Wyckoff D.G.","","Caddoan Settlement Patterns in the Arkansas River Drainage",1978,"Mississippian Settlement Patterns",,,,"169","200",,11,,,[No abstract available],,,,,,,,Scopus,2-s2.0-8344285633
"Rogers J.D., Sabo G.","","Caddo",2004,"Handbook of North American Indians","14",,,"616","631",,9,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-77953003360
"Dunnell R.C.","6508303387;","Archaeological things: Languages of observation",2008,"Time's River: Archaeological Syntheses from the Lower Mississippi River Valley",,,,"45","68",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-60849100619&partnerID=40&md5=5fa8aa1119bb216e381d4601e778701f","There is nothing more fundamental to science than the categories used to perceive the external world. They are so fundamental that most people are completely unaware of the influence such structures exert on understanding. In some respects archaeologists, continually faced with unfamiliar objects and object parts, have proved more perspicacious than many ""hard scientists"" in these matters. ""Typology"" and "" classification"" are recurrent, if somewhat sporadic, concerns. The Lower Mississippi Valley (sensu this volume, hereafter LMV) has figured heavily in those considerations and has served as the testing ground for many new approaches throughout the twentieth century. Even so, the lack of familiar models in common sense (where these processes are necessarily cryptic) and the failure to recognize the role of theory or to reach a consensus on a particular theory have left us chasing our tails at the expense of the ever-diminishing archaeological record. Copyright © 2008 The University of Alabama Press. All rights reserved.",,,,,Book Chapter,"Final",,Scopus,2-s2.0-60849100619
"Early A.M.","","Prehistory of the Western Interior After 500 bc",2004,"Handbook of the North American Indian","14",,,"560","573",,7,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-79959922141
"Perttula T.K.","6508386711;","A compendium of radiocarbon and oxidizable carbon ratio dates from archaeological sites in East Texas, with a discussion of the age and dating of select components and phases",1997,"Radiocarbon","39","3",,"305","341",,6,"10.1017/S0033822200053297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031296233&doi=10.1017%2fS0033822200053297&partnerID=40&md5=edcb2bad3cc04c971d3e3c362f3b97f2","This paper presents a compilation of the >520 radiocarbon and oxidizable carbon ratio dates obtained since the early 1950s from archaeological sites in East Texas. Many of the dates are from difficult-to-obtain sources, such as archaeological sites investigated during the course of cultural resource management projects. An analysis of the age ranges in the dates indicate that most pertain to prehistoric and protohistoric Caddoan Indian occupations, particularly the Early (AD 1000-1200) and Middle Caddoan (AD 1200-1400) periods when prehistoric Caddoan settlements were widely distributed throughout the region.",,"archaeological evidence; dating method; prehistoric; radiocarbon dating; Texas; United States",,,Article,"Final",Open Access,Scopus,2-s2.0-0031296233
"Stuiver M., Reimer P.J.","",[No title available],1993,"CALIB User's Guide Rev 3.0.3A for Macintosh computers",,,,"","",,6,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-0002815759
"Selden Jr. R.Z.","55352809700;","Modeling regional radiocarbon trends: A case study from the east Texas Woodland period",2012,"Radiocarbon","54","2",,"239","265",,4,"10.2458/azu_js_rc.v54i2.15972","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865858975&doi=10.2458%2fazu_js_rc.v54i2.15972&partnerID=40&md5=60bbf5248b20097a60920c09a216d1af","The East Texas Radiocarbon Database contributes to an analysis of tempo and place for Woodland era (~500 BC-AD 800) archaeological sites within the region. The temporal and spatial distributions of calibrated 14C ages (n = 127) with a standard deviation (ΔT) of 61 from archaeological sites with Woodland components (n = 51) are useful in exploring the development and geographical continuity of the peoples in east Texas, and lead to a refinement of our current chronological understanding of the period. While analysis of summed probability distributions (SPDs) produces less than significant findings due to sample size, they are used here to illustrate the method of date combination prior to the production of site- and periodspecific SPDs. Through the incorporation of this method, the number of 14C dates is reduced to 85 with a ΔT of 54. The resultant data set is then subjected to statistical analyses that conclude with the separation of the east Texas Woodland period into the Early Woodland (~500 BC-AD 0), Middle Woodland (~AD 0-400), and Late Woodland (~AD 400-800) periods.",,"archaeology; calibration; data set; geochronology; numerical model; radiocarbon dating; social history; spatiotemporal analysis; statistical analysis; woodland; Texas; United States",,,Article,"Final",Open Access,Scopus,2-s2.0-84865858975
"Girard J.S.","","Caddo communities of northwest Louisiana",2010,"Archaeology of Louisiana",,,,"195","210",,4,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84860783814
"Story D.A., Creel D.G.","","The cultural setting",1982,"The Deshazo Site, Nacogdoches County, Texas","1",,,"20","34",,4,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-79951934550
"Jelks E.B.","",[No title available],1961,"Excavations at Texarkana Reservoir, Sulphur River, Texas",,,,"","",,4,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84857586227
"Fields R.C., Gadus E.F.","",[No title available],2012,"Archeology of the Nadaco Caddo: The View from the Pine Tree Mound Site (41HS15), Harrison County, Texas",,,,"","",,3,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84865834842
"Perttula T.K., Kelley D.B., Ricklis R.A.","",[No title available],2011,"Archeological Investigations at the Lang Pasture Site (41AN38) in the Upper Neches River Basin of East Texas",,,,"","",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84865854628
"Perttula T.K., Selden Jr R.S.","",[No title available],2011,"East Texas Radiocarbon Database",,,,"","",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84865838424
"Perttula T.K.","","Radiocarbon and oxidizable carbon ratio dates from archaeological sites in east Texas, part II",1998,"Journal of Northeast Texas Archaeology","11",,,"66","90",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84865834852
"Early A.M.","","Caddoan settlement systems in the ouachita river valley",1982,"Arkansas Archeology in Review",,,,"198","232",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84883260401
[No author name available],[No author id available],[No title available],0000,,,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84883236440
[No author name available],[No author id available],[No title available],0000,,,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84883212525
"Perttula T.K., Walker C.P.","",[No title available],0000,"Settlement Patterns and Variation in Caddo Pottery Decoration: A Case Study of the Willow Chute Bayou Locality",,,,"239","287",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84883208215
"Radiocarbon D.","","Revolutions in understanding",0000,"Archaeometry","50",,,"249","275",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84883207641
[No author name available],[No author id available],[No title available],0000,,,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-85039637603
[No author name available],[No author id available],[No title available],0000,,,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-85039637237
